date,division,index
2000-10-01,overall,80.6
2000-10-01,07,76.0
2000-10-01,12,
2000-10-01,11,
2000-11-01,13,
2000-11-01,12,
2000-11-01,01,74.0
2000-11-01,overall,80.8
2000-11-01,04,89.4
2000-11-01,03,115.5
2000-11-01,09,92.4
2000-11-01,08,
2000-11-01,02,57.4
2000-11-01,10,
2000-11-01,06,82.8
2000-11-01,11,
2000-11-01,05,90.0
2000-11-01,07,76.0
2000-12-01,06,82.9
2000-12-01,01,74.9
2000-12-01,04,89.4
2000-12-01,08,
2000-12-01,12,
2000-12-01,11,
2000-12-01,13,
2000-12-01,overall,81.1
2000-12-01,02,57.4
2000-12-01,10,
2000-12-01,09,92.4
2000-12-01,03,114.4
2000-12-01,05,90.0
2000-12-01,07,76.0
2001-01-01,10,
2001-01-01,05,90.1
2001-01-01,08,
2001-01-01,11,
2001-01-01,13,
2001-01-01,02,57.4
2001-01-01,12,
2001-01-01,03,114.5
2001-01-01,09,92.6
2001-01-01,04,89.4
2001-01-01,06,83.6
2001-01-01,07,76.4
2001-01-01,01,75.3
2001-01-01,overall,81.4
2001-02-01,09,92.5
2001-02-01,05,90.4
2001-02-01,overall,81.5
2001-02-01,01,75.2
2001-02-01,12,
2001-02-01,02,57.6
2001-02-01,08,
2001-02-01,03,115.4
2001-02-01,04,89.7
2001-02-01,11,
2001-02-01,06,83.7
2001-02-01,13,
2001-02-01,07,76.6
2001-02-01,10,
2001-03-01,05,90.3
2001-03-01,07,76.7
2001-03-01,13,
2001-03-01,06,84.0
2001-03-01,11,
2001-03-01,12,
2001-03-01,03,113.6
2001-03-01,02,57.6
2001-03-01,09,92.5
2001-03-01,04,89.7
2001-03-01,08,
2001-03-01,overall,81.4
2001-03-01,10,
2001-03-01,01,74.9
2001-04-01,overall,81.5
2001-04-01,03,114.8
2001-04-01,08,
2001-04-01,10,
2001-04-01,01,74.8
2001-04-01,12,
2001-04-01,04,89.8
2001-04-01,05,90.4
2001-04-01,09,92.4
2001-04-01,02,57.6
2001-04-01,11,
2001-04-01,13,
2001-04-01,06,84.3
2001-04-01,07,76.8
2001-05-01,06,84.4
2001-05-01,02,57.6
2001-05-01,12,
2001-05-01,05,90.4
2001-05-01,13,
2001-05-01,11,
2001-05-01,01,75.0
2001-05-01,07,76.8
2001-05-01,04,90.1
2001-05-01,09,92.4
2001-05-01,10,
2001-05-01,03,114.4
2001-05-01,overall,81.5
2001-05-01,08,
2001-06-01,08,
2001-06-01,10,
2001-06-01,overall,81.5
2001-06-01,13,
2001-06-01,02,57.7
2001-06-01,11,
2001-06-01,03,114.0
2001-06-01,04,90.1
2001-06-01,01,74.8
2001-06-01,06,84.6
2001-06-01,07,76.8
2001-06-01,09,92.3
2001-06-01,05,90.4
2001-06-01,12,
2001-07-01,08,
2001-07-01,05,90.5
2001-07-01,09,92.2
2001-07-01,10,
2001-07-01,07,76.8
2001-07-01,02,57.7
2001-07-01,06,84.8
2001-07-01,01,74.7
2001-07-01,04,90.1
2001-07-01,13,
2001-07-01,03,114.2
2001-07-01,11,
2001-07-01,12,
2001-07-01,overall,81.5
2001-08-01,overall,81.4
2001-08-01,08,
2001-08-01,06,85.1
2001-08-01,12,
2001-08-01,07,77.0
2001-08-01,03,112.6
2001-08-01,13,
2001-08-01,04,90.2
2001-08-01,01,74.4
2001-08-01,02,57.7
2001-08-01,09,91.9
2001-08-01,11,
2001-08-01,05,90.3
2001-08-01,10,
2001-09-01,08,
2001-09-01,09,91.9
2001-09-01,01,74.8
2001-09-01,02,57.7
2001-09-01,04,90.2
2001-09-01,12,
2001-09-01,05,90.4
2001-09-01,06,85.2
2001-09-01,13,
2001-09-01,07,77.0
2001-09-01,11,
2001-09-01,03,112.6
2001-09-01,overall,81.5
2001-09-01,10,
2001-10-01,13,
2001-10-01,10,
2001-10-01,03,112.8
2001-10-01,09,91.8
2001-10-01,11,
2001-10-01,05,90.4
2001-10-01,04,90.2
2001-10-01,02,57.7
2001-10-01,08,
2001-10-01,01,74.4
2001-10-01,07,77.0
2001-10-01,12,
2001-10-01,overall,81.4
2001-10-01,06,85.3
2001-11-01,12,
2001-11-01,03,112.4
2001-11-01,13,
2001-11-01,overall,82.0
2001-11-01,06,85.4
2001-11-01,10,
2001-11-01,11,
2001-11-01,01,74.9
2001-11-01,05,90.3
2001-11-01,07,78.7
2001-11-01,02,60.5
2001-11-01,09,91.8
2001-11-01,08,
2001-11-01,04,90.3
2001-12-01,overall,82.1
2001-12-01,04,90.3
2001-12-01,06,85.5
2001-12-01,12,
2001-12-01,09,91.8
2001-12-01,08,
2001-12-01,05,90.1
2001-12-01,07,78.6
2001-12-01,02,60.5
2001-12-01,01,75.2
2001-12-01,10,
2001-12-01,03,111.2
2001-12-01,11,
2001-12-01,13,
2002-01-01,04,90.3
2002-01-01,06,85.6
2002-01-01,08,
2002-01-01,01,75.6
2002-01-01,overall,82.3
2002-01-01,13,
2002-01-01,12,
2002-01-01,11,
2002-01-01,02,60.5
2002-01-01,10,
2002-01-01,03,112.2
2002-01-01,09,92.2
2002-01-01,05,90.1
2002-01-01,07,78.8
2002-02-01,05,90.1
2002-02-01,06,85.9
2002-02-01,03,112.4
2002-02-01,13,
2002-02-01,12,
2002-02-01,02,60.5
2002-02-01,overall,82.5
2002-02-01,10,
2002-02-01,01,75.9
2002-02-01,04,90.5
2002-02-01,07,78.8
2002-02-01,09,92.5
2002-02-01,08,
2002-02-01,11,
2002-03-01,01,75.3
2002-03-01,06,86.1
2002-03-01,overall,83.1
2002-03-01,09,92.4
2002-03-01,07,82.6
2002-03-01,11,
2002-03-01,02,60.5
2002-03-01,08,
2002-03-01,12,
2002-03-01,03,111.3
2002-03-01,05,90.0
2002-03-01,04,90.5
2002-03-01,10,
2002-03-01,13,
2002-04-01,03,111.8
2002-04-01,10,
2002-04-01,07,82.6
2002-04-01,overall,83.0
2002-04-01,06,86.3
2002-04-01,13,
2002-04-01,05,90.0
2002-04-01,04,90.5
2002-04-01,11,
2002-04-01,01,75.1
2002-04-01,12,
2002-04-01,08,
2002-04-01,02,60.5
2002-04-01,09,92.4
2002-05-01,10,
2002-05-01,12,
2002-05-01,overall,83.1
2002-05-01,06,86.6
2002-05-01,09,92.4
2002-05-01,13,
2002-05-01,02,60.5
2002-05-01,05,90.0
2002-05-01,07,82.9
2002-05-01,04,90.7
2002-05-01,03,111.5
2002-05-01,01,75.0
2002-05-01,11,
2002-05-01,08,
2002-06-01,11,
2002-06-01,12,
2002-06-01,overall,83.2
2002-06-01,01,75.3
2002-06-01,03,111.3
2002-06-01,08,
2002-06-01,04,90.7
2002-06-01,10,
2002-06-01,02,60.5
2002-06-01,13,
2002-06-01,07,82.9
2002-06-01,05,89.9
2002-06-01,09,92.3
2002-06-01,06,86.7
2002-07-01,04,90.7
2002-07-01,05,89.9
2002-07-01,06,86.9
2002-07-01,11,
2002-07-01,13,
2002-07-01,08,
2002-07-01,10,
2002-07-01,12,
2002-07-01,overall,83.2
2002-07-01,03,111.1
2002-07-01,02,60.5
2002-07-01,07,82.9
2002-07-01,09,92.6
2002-07-01,01,75.2
2002-08-01,10,
2002-08-01,11,
2002-08-01,12,
2002-08-01,07,82.9
2002-08-01,05,89.7
2002-08-01,08,
2002-08-01,overall,83.1
2002-08-01,02,60.5
2002-08-01,13,
2002-08-01,03,109.8
2002-08-01,01,75.2
2002-08-01,09,92.5
2002-08-01,06,87.0
2002-08-01,04,90.7
2002-09-01,04,90.7
2002-09-01,06,87.1
2002-09-01,11,
2002-09-01,02,60.5
2002-09-01,01,75.2
2002-09-01,03,110.5
2002-09-01,overall,83.2
2002-09-01,08,
2002-09-01,05,89.8
2002-09-01,10,
2002-09-01,13,
2002-09-01,07,82.8
2002-09-01,09,92.5
2002-09-01,12,
2002-10-01,05,89.7
2002-10-01,12,
2002-10-01,04,90.7
2002-10-01,13,
2002-10-01,02,60.5
2002-10-01,overall,83.1
2002-10-01,01,75.1
2002-10-01,09,92.4
2002-10-01,03,110.1
2002-10-01,11,
2002-10-01,06,87.2
2002-10-01,10,
2002-10-01,07,82.8
2002-10-01,08,
2002-11-01,06,87.3
2002-11-01,04,90.8
2002-11-01,03,110.4
2002-11-01,07,83.0
2002-11-01,10,
2002-11-01,overall,83.3
2002-11-01,05,89.7
2002-11-01,12,
2002-11-01,11,
2002-11-01,01,75.6
2002-11-01,02,60.5
2002-11-01,09,92.2
2002-11-01,13,
2002-11-01,08,
2002-12-01,13,
2002-12-01,08,
2002-12-01,04,90.8
2002-12-01,11,
2002-12-01,12,
2002-12-01,10,
2002-12-01,02,60.5
2002-12-01,05,89.7
2002-12-01,overall,83.4
2002-12-01,09,92.2
2002-12-01,03,109.4
2002-12-01,07,82.9
2002-12-01,06,87.4
2002-12-01,01,76.1
2003-01-01,13,86.3
2003-01-01,08,100.7
2003-01-01,07,86.5
2003-01-01,05,91.7
2003-01-01,10,87.9
2003-01-01,04,92.1
2003-01-01,overall,85.5
2003-01-01,02,58.7
2003-01-01,01,78.3
2003-01-01,09,94.2
2003-01-01,06,89.0
2003-01-01,12,
2003-01-01,11,81.0
2003-01-01,03,107.9
2003-02-01,12,
2003-02-01,06,88.8
2003-02-01,08,100.7
2003-02-01,03,109.0
2003-02-01,10,88.6
2003-02-01,09,94.3
2003-02-01,01,78.4
2003-02-01,07,86.3
2003-02-01,11,80.8
2003-02-01,overall,85.6
2003-02-01,05,91.5
2003-02-01,04,91.9
2003-02-01,13,87.1
2003-02-01,02,58.7
2003-03-01,02,58.6
2003-03-01,13,86.6
2003-03-01,11,80.5
2003-03-01,04,91.9
2003-03-01,05,91.3
2003-03-01,03,108.9
2003-03-01,06,88.8
2003-03-01,09,94.0
2003-03-01,08,100.8
2003-03-01,10,88.5
2003-03-01,01,77.5
2003-03-01,12,
2003-03-01,overall,85.2
2003-03-01,07,86.7
2003-04-01,05,90.7
2003-04-01,13,86.3
2003-04-01,overall,85.2
2003-04-01,12,
2003-04-01,01,77.3
2003-04-01,07,86.5
2003-04-01,08,104.3
2003-04-01,09,93.9
2003-04-01,03,108.8
2003-04-01,02,58.6
2003-04-01,11,80.1
2003-04-01,04,91.9
2003-04-01,10,88.5
2003-04-01,06,88.5
2003-05-01,06,88.4
2003-05-01,04,91.6
2003-05-01,03,108.9
2003-05-01,10,88.4
2003-05-01,05,90.5
2003-05-01,02,58.6
2003-05-01,overall,84.4
2003-05-01,08,104.3
2003-05-01,11,79.6
2003-05-01,13,86.1
2003-05-01,12,
2003-05-01,07,83.1
2003-05-01,01,76.8
2003-05-01,09,94.0
2003-06-01,04,91.6
2003-06-01,11,79.1
2003-06-01,13,86.0
2003-06-01,01,76.0
2003-06-01,08,104.3
2003-06-01,12,
2003-06-01,07,82.8
2003-06-01,05,90.4
2003-06-01,overall,84.1
2003-06-01,02,58.6
2003-06-01,10,87.8
2003-06-01,03,109.6
2003-06-01,06,88.1
2003-06-01,09,94.1
2003-07-01,08,104.1
2003-07-01,01,76.2
2003-07-01,overall,84.0
2003-07-01,09,94.1
2003-07-01,05,89.9
2003-07-01,12,
2003-07-01,11,78.9
2003-07-01,02,58.5
2003-07-01,04,91.6
2003-07-01,06,88.0
2003-07-01,03,108.8
2003-07-01,13,85.7
2003-07-01,07,82.1
2003-07-01,10,87.7
2003-08-01,01,75.5
2003-08-01,03,109.7
2003-08-01,12,
2003-08-01,09,94.3
2003-08-01,11,78.4
2003-08-01,07,79.1
2003-08-01,06,87.7
2003-08-01,05,89.6
2003-08-01,overall,83.1
2003-08-01,02,58.5
2003-08-01,10,87.7
2003-08-01,04,91.1
2003-08-01,08,104.1
2003-08-01,13,85.9
2003-09-01,13,85.8
2003-09-01,02,62.5
2003-09-01,11,78.0
2003-09-01,overall,83.1
2003-09-01,10,87.6
2003-09-01,08,104.1
2003-09-01,06,87.4
2003-09-01,07,79.0
2003-09-01,05,89.3
2003-09-01,01,75.4
2003-09-01,04,91.1
2003-09-01,09,94.1
2003-09-01,03,108.3
2003-09-01,12,
2003-10-01,01,75.2
2003-10-01,06,87.5
2003-10-01,11,77.7
2003-10-01,07,78.8
2003-10-01,overall,82.7
2003-10-01,05,88.7
2003-10-01,03,108.6
2003-10-01,02,55.1
2003-10-01,08,104.2
2003-10-01,13,84.8
2003-10-01,09,93.9
2003-10-01,12,
2003-10-01,10,87.7
2003-10-01,04,91.0
2003-11-01,06,87.2
2003-11-01,overall,82.3
2003-11-01,04,90.5
2003-11-01,13,84.3
2003-11-01,01,74.6
2003-11-01,08,104.2
2003-11-01,10,87.6
2003-11-01,05,88.2
2003-11-01,12,
2003-11-01,02,55.1
2003-11-01,03,107.3
2003-11-01,07,78.5
2003-11-01,11,77.4
2003-11-01,09,93.9
2003-12-01,06,87.1
2003-12-01,02,55.1
2003-12-01,11,76.9
2003-12-01,07,77.2
2003-12-01,12,
2003-12-01,09,93.8
2003-12-01,13,83.6
2003-12-01,08,104.2
2003-12-01,01,74.4
2003-12-01,overall,81.9
2003-12-01,03,108.8
2003-12-01,04,90.5
2003-12-01,05,88.2
2003-12-01,10,87.6
2004-01-01,07,82.5
2004-01-01,02,61.7
2004-01-01,06,89.5
2004-01-01,10,89.3
2004-01-01,overall,85.1
2004-01-01,03,106.5
2004-01-01,05,90.3
2004-01-01,04,92.4
2004-01-01,13,87.4
2004-01-01,08,104.2
2004-01-01,12,
2004-01-01,09,93.7
2004-01-01,11,80.5
2004-01-01,01,78.0
2004-02-01,05,90.4
2004-02-01,03,108.0
2004-02-01,overall,85.2
2004-02-01,11,80.4
2004-02-01,06,89.4
2004-02-01,07,82.7
2004-02-01,08,104.2
2004-02-01,04,92.4
2004-02-01,10,89.2
2004-02-01,12,
2004-02-01,02,61.7
2004-02-01,09,93.7
2004-02-01,01,78.0
2004-02-01,13,87.5
2004-03-01,12,
2004-03-01,01,77.8
2004-03-01,05,90.4
2004-03-01,03,106.8
2004-03-01,10,89.1
2004-03-01,13,87.3
2004-03-01,08,104.3
2004-03-01,02,61.7
2004-03-01,09,93.3
2004-03-01,07,82.8
2004-03-01,overall,85.0
2004-03-01,11,80.3
2004-03-01,06,89.5
2004-03-01,04,92.5
2004-04-01,09,93.5
2004-04-01,04,92.6
2004-04-01,07,83.1
2004-04-01,11,80.2
2004-04-01,05,90.6
2004-04-01,13,87.7
2004-04-01,06,89.3
2004-04-01,03,107.2
2004-04-01,01,78.1
2004-04-01,08,104.2
2004-04-01,12,
2004-04-01,overall,85.2
2004-04-01,10,89.2
2004-04-01,02,61.7
2004-05-01,04,92.4
2004-05-01,13,87.0
2004-05-01,02,61.7
2004-05-01,01,78.1
2004-05-01,03,106.4
2004-05-01,05,90.6
2004-05-01,07,83.3
2004-05-01,09,93.4
2004-05-01,08,104.2
2004-05-01,12,
2004-05-01,overall,85.2
2004-05-01,06,89.4
2004-05-01,11,80.2
2004-05-01,10,89.2
2004-06-01,12,
2004-06-01,overall,85.1
2004-06-01,07,83.3
2004-06-01,10,89.2
2004-06-01,04,92.4
2004-06-01,13,86.5
2004-06-01,11,80.3
2004-06-01,03,107.2
2004-06-01,01,78.0
2004-06-01,05,90.6
2004-06-01,08,104.2
2004-06-01,06,89.3
2004-06-01,02,61.6
2004-06-01,09,93.4
2004-07-01,08,104.0
2004-07-01,11,80.3
2004-07-01,09,93.2
2004-07-01,overall,85.1
2004-07-01,02,61.7
2004-07-01,07,82.7
2004-07-01,06,89.4
2004-07-01,13,86.6
2004-07-01,05,90.4
2004-07-01,04,92.3
2004-07-01,01,78.0
2004-07-01,03,106.8
2004-07-01,10,89.3
2004-07-01,12,
2004-08-01,09,93.3
2004-08-01,11,80.4
2004-08-01,10,89.3
2004-08-01,03,106.5
2004-08-01,12,
2004-08-01,01,77.8
2004-08-01,04,92.1
2004-08-01,overall,84.8
2004-08-01,08,104.0
2004-08-01,13,86.8
2004-08-01,02,61.7
2004-08-01,07,82.0
2004-08-01,06,89.2
2004-08-01,05,90.5
2004-09-01,13,86.6
2004-09-01,08,104.0
2004-09-01,overall,85.1
2004-09-01,12,
2004-09-01,01,77.6
2004-09-01,06,89.2
2004-09-01,09,93.2
2004-09-01,02,72.7
2004-09-01,05,90.4
2004-09-01,07,82.2
2004-09-01,03,106.5
2004-09-01,10,89.2
2004-09-01,04,92.1
2004-09-01,11,80.4
2004-10-01,08,104.1
2004-10-01,10,89.2
2004-10-01,13,86.4
2004-10-01,12,
2004-10-01,05,90.5
2004-10-01,06,89.3
2004-10-01,09,93.0
2004-10-01,overall,85.4
2004-10-01,01,78.1
2004-10-01,02,68.6
2004-10-01,07,83.2
2004-10-01,03,106.3
2004-10-01,11,80.3
2004-10-01,04,92.1
2004-11-01,07,83.0
2004-11-01,02,68.4
2004-11-01,04,92.0
2004-11-01,09,92.3
2004-11-01,10,89.4
2004-11-01,overall,85.3
2004-11-01,12,
2004-11-01,08,104.8
2004-11-01,13,86.4
2004-11-01,06,89.0
2004-11-01,05,90.3
2004-11-01,01,78.0
2004-11-01,03,105.8
2004-11-01,11,80.8
2004-12-01,06,89.0
2004-12-01,13,86.3
2004-12-01,11,80.4
2004-12-01,09,92.3
2004-12-01,12,
2004-12-01,07,81.7
2004-12-01,01,78.2
2004-12-01,02,68.7
2004-12-01,03,106.6
2004-12-01,05,90.4
2004-12-01,overall,85.1
2004-12-01,04,92.0
2004-12-01,08,104.6
2004-12-01,10,89.3
2005-01-01,13,87.8
2005-01-01,08,104.6
2005-01-01,overall,86.5
2005-01-01,04,92.8
2005-01-01,06,89.8
2005-01-01,10,90.6
2005-01-01,12,
2005-01-01,03,106.6
2005-01-01,07,84.1
2005-01-01,11,81.7
2005-01-01,01,79.8
2005-01-01,09,93.3
2005-01-01,05,90.8
2005-01-01,02,72.0
2005-02-01,11,81.8
2005-02-01,03,106.4
2005-02-01,08,104.6
2005-02-01,10,90.6
2005-02-01,07,84.2
2005-02-01,06,89.8
2005-02-01,05,91.0
2005-02-01,12,
2005-02-01,01,79.8
2005-02-01,13,87.7
2005-02-01,overall,86.6
2005-02-01,04,93.0
2005-02-01,09,93.2
2005-02-01,02,72.0
2005-03-01,12,
2005-03-01,04,93.1
2005-03-01,11,81.9
2005-03-01,overall,86.6
2005-03-01,08,104.5
2005-03-01,02,72.1
2005-03-01,10,90.6
2005-03-01,06,89.9
2005-03-01,05,91.0
2005-03-01,09,93.3
2005-03-01,01,79.9
2005-03-01,03,105.8
2005-03-01,13,87.6
2005-03-01,07,84.3
2005-04-01,03,106.3
2005-04-01,12,
2005-04-01,13,87.8
2005-04-01,08,104.3
2005-04-01,01,80.3
2005-04-01,overall,86.8
2005-04-01,11,82.2
2005-04-01,09,93.2
2005-04-01,05,91.4
2005-04-01,02,72.0
2005-04-01,06,90.0
2005-04-01,07,84.4
2005-04-01,04,93.1
2005-04-01,10,90.7
2005-05-01,01,80.6
2005-05-01,overall,87.5
2005-05-01,03,106.1
2005-05-01,07,87.7
2005-05-01,02,72.1
2005-05-01,10,90.7
2005-05-01,11,82.7
2005-05-01,05,91.5
2005-05-01,13,87.9
2005-05-01,09,93.2
2005-05-01,06,90.1
2005-05-01,08,104.2
2005-05-01,04,93.3
2005-05-01,12,
2005-06-01,03,105.6
2005-06-01,09,93.2
2005-06-01,02,72.2
2005-06-01,08,104.0
2005-06-01,10,90.8
2005-06-01,overall,87.6
2005-06-01,11,83.0
2005-06-01,01,81.0
2005-06-01,12,
2005-06-01,04,93.3
2005-06-01,06,90.2
2005-06-01,07,87.7
2005-06-01,13,87.8
2005-06-01,05,91.6
2005-07-01,05,91.7
2005-07-01,11,83.4
2005-07-01,13,87.9
2005-07-01,03,106.1
2005-07-01,06,90.9
2005-07-01,09,93.1
2005-07-01,12,
2005-07-01,04,93.3
2005-07-01,07,87.9
2005-07-01,10,90.9
2005-07-01,overall,87.6
2005-07-01,02,72.3
2005-07-01,08,104.0
2005-07-01,01,80.8
2005-08-01,08,103.9
2005-08-01,05,91.7
2005-08-01,07,90.8
2005-08-01,02,72.3
2005-08-01,03,104.3
2005-08-01,04,93.6
2005-08-01,12,
2005-08-01,11,83.9
2005-08-01,10,91.0
2005-08-01,06,91.6
2005-08-01,09,93.1
2005-08-01,overall,88.2
2005-08-01,13,87.9
2005-08-01,01,81.1
2005-09-01,04,93.7
2005-09-01,overall,88.4
2005-09-01,09,93.5
2005-09-01,13,88.2
2005-09-01,03,105.9
2005-09-01,05,91.8
2005-09-01,10,90.9
2005-09-01,06,91.7
2005-09-01,11,84.1
2005-09-01,12,
2005-09-01,02,72.3
2005-09-01,01,81.3
2005-09-01,07,90.8
2005-09-01,08,103.9
2005-10-01,02,77.0
2005-10-01,13,88.4
2005-10-01,05,91.9
2005-10-01,08,103.7
2005-10-01,04,93.7
2005-10-01,09,93.3
2005-10-01,11,84.4
2005-10-01,overall,88.6
2005-10-01,12,
2005-10-01,01,81.6
2005-10-01,07,90.9
2005-10-01,03,104.9
2005-10-01,10,90.9
2005-10-01,06,91.7
2005-11-01,07,90.9
2005-11-01,04,93.8
2005-11-01,10,90.9
2005-11-01,overall,88.9
2005-11-01,09,93.3
2005-11-01,02,77.0
2005-11-01,05,92.2
2005-11-01,13,88.5
2005-11-01,01,82.1
2005-11-01,06,92.0
2005-11-01,12,
2005-11-01,03,105.6
2005-11-01,11,84.6
2005-11-01,08,103.6
2005-12-01,01,82.5
2005-12-01,04,93.8
2005-12-01,02,77.0
2005-12-01,06,91.9
2005-12-01,08,103.5
2005-12-01,07,90.9
2005-12-01,13,88.8
2005-12-01,03,104.7
2005-12-01,11,84.7
2005-12-01,overall,89.0
2005-12-01,05,92.2
2005-12-01,12,
2005-12-01,09,93.7
2005-12-01,10,91.0
2006-01-01,10,91.6
2006-01-01,06,92.1
2006-01-01,03,104.4
2006-01-01,05,92.2
2006-01-01,09,93.7
2006-01-01,11,85.1
2006-01-01,07,91.0
2006-01-01,overall,89.3
2006-01-01,12,
2006-01-01,13,89.2
2006-01-01,01,83.2
2006-01-01,04,93.8
2006-01-01,08,103.5
2006-01-01,02,77.1
2006-02-01,05,92.3
2006-02-01,06,92.3
2006-02-01,03,105.5
2006-02-01,02,77.2
2006-02-01,08,103.4
2006-02-01,01,83.0
2006-02-01,04,94.0
2006-02-01,13,89.5
2006-02-01,12,
2006-02-01,09,94.0
2006-02-01,07,91.0
2006-02-01,overall,89.4
2006-02-01,11,85.3
2006-02-01,10,91.8
2006-03-01,13,89.3
2006-03-01,05,92.3
2006-03-01,overall,90.7
2006-03-01,07,99.5
2006-03-01,08,103.2
2006-03-01,06,92.3
2006-03-01,12,
2006-03-01,01,82.8
2006-03-01,11,85.6
2006-03-01,04,94.5
2006-03-01,10,91.9
2006-03-01,09,93.9
2006-03-01,03,104.2
2006-03-01,02,77.2
2006-04-01,02,77.2
2006-04-01,03,105.3
2006-04-01,overall,90.7
2006-04-01,01,82.8
2006-04-01,09,93.9
2006-04-01,10,92.0
2006-04-01,11,85.9
2006-04-01,04,94.5
2006-04-01,08,102.9
2006-04-01,12,
2006-04-01,06,92.4
2006-04-01,13,89.8
2006-04-01,07,98.6
2006-04-01,05,92.5
2006-05-01,11,86.1
2006-05-01,06,92.6
2006-05-01,07,98.6
2006-05-01,overall,90.9
2006-05-01,04,94.7
2006-05-01,13,90.8
2006-05-01,08,102.7
2006-05-01,12,
2006-05-01,09,93.9
2006-05-01,10,92.0
2006-05-01,03,105.1
2006-05-01,02,77.3
2006-05-01,01,83.3
2006-05-01,05,92.5
2006-06-01,13,90.3
2006-06-01,01,83.6
2006-06-01,06,92.6
2006-06-01,02,77.3
2006-06-01,12,
2006-06-01,overall,91.1
2006-06-01,08,102.5
2006-06-01,05,92.6
2006-06-01,04,95.0
2006-06-01,10,92.3
2006-06-01,03,104.4
2006-06-01,07,98.7
2006-06-01,11,86.4
2006-06-01,09,93.9
2006-07-01,overall,91.2
2006-07-01,04,95.0
2006-07-01,11,86.5
2006-07-01,12,
2006-07-01,01,83.9
2006-07-01,09,94.1
2006-07-01,08,102.4
2006-07-01,03,105.0
2006-07-01,05,92.7
2006-07-01,13,90.2
2006-07-01,10,92.4
2006-07-01,06,92.9
2006-07-01,02,77.3
2006-07-01,07,98.7
2006-08-01,05,92.6
2006-08-01,11,86.7
2006-08-01,12,
2006-08-01,09,94.0
2006-08-01,01,83.7
2006-08-01,06,93.0
2006-08-01,02,77.3
2006-08-01,04,95.1
2006-08-01,07,98.8
2006-08-01,08,102.3
2006-08-01,overall,91.1
2006-08-01,03,103.5
2006-08-01,10,92.6
2006-08-01,13,90.3
2006-09-01,02,80.9
2006-09-01,13,90.3
2006-09-01,05,92.8
2006-09-01,11,86.8
2006-09-01,overall,91.3
2006-09-01,03,104.5
2006-09-01,12,
2006-09-01,10,92.6
2006-09-01,01,83.8
2006-09-01,09,94.0
2006-09-01,08,102.2
2006-09-01,06,93.2
2006-09-01,04,95.1
2006-09-01,07,98.9
2006-10-01,04,95.1
2006-10-01,11,86.8
2006-10-01,07,98.9
2006-10-01,08,102.1
2006-10-01,10,92.6
2006-10-01,09,94.0
2006-10-01,12,
2006-10-01,13,89.8
2006-10-01,06,93.2
2006-10-01,overall,91.3
2006-10-01,03,103.0
2006-10-01,02,80.9
2006-10-01,05,92.9
2006-10-01,01,84.1
2006-11-01,11,86.9
2006-11-01,05,92.9
2006-11-01,01,84.5
2006-11-01,02,80.9
2006-11-01,13,90.1
2006-11-01,06,93.4
2006-11-01,04,95.3
2006-11-01,10,92.7
2006-11-01,12,
2006-11-01,overall,91.6
2006-11-01,03,104.1
2006-11-01,07,98.9
2006-11-01,09,94.0
2006-11-01,08,102.0
2006-12-01,04,95.4
2006-12-01,overall,91.8
2006-12-01,01,85.0
2006-12-01,13,90.2
2006-12-01,02,81.0
2006-12-01,08,101.9
2006-12-01,06,93.5
2006-12-01,09,93.9
2006-12-01,05,92.9
2006-12-01,03,102.7
2006-12-01,07,98.9
2006-12-01,11,87.1
2006-12-01,12,
2006-12-01,10,93.1
2007-01-01,06,93.6
2007-01-01,02,80.9
2007-01-01,04,95.4
2007-01-01,11,87.4
2007-01-01,10,93.6
2007-01-01,overall,92.2
2007-01-01,01,85.8
2007-01-01,13,90.1
2007-01-01,08,101.8
2007-01-01,05,93.2
2007-01-01,07,99.5
2007-01-01,03,103.9
2007-01-01,09,94.0
2007-01-01,12,
2007-02-01,02,80.9
2007-02-01,03,102.7
2007-02-01,05,93.1
2007-02-01,09,94.1
2007-02-01,06,93.7
2007-02-01,08,101.7
2007-02-01,13,90.3
2007-02-01,10,93.7
2007-02-01,07,99.5
2007-02-01,12,
2007-02-01,01,85.7
2007-02-01,overall,92.2
2007-02-01,11,87.3
2007-02-01,04,95.7
2007-03-01,12,
2007-03-01,07,99.6
2007-03-01,09,93.9
2007-03-01,overall,92.1
2007-03-01,01,85.3
2007-03-01,08,101.6
2007-03-01,06,93.7
2007-03-01,13,90.3
2007-03-01,05,93.4
2007-03-01,11,87.7
2007-03-01,03,103.1
2007-03-01,10,93.8
2007-03-01,04,95.7
2007-03-01,02,80.9
2007-04-01,02,80.9
2007-04-01,05,93.4
2007-04-01,07,99.6
2007-04-01,09,93.9
2007-04-01,12,
2007-04-01,01,85.3
2007-04-01,overall,92.1
2007-04-01,10,93.8
2007-04-01,06,93.9
2007-04-01,04,95.7
2007-04-01,08,101.5
2007-04-01,13,90.5
2007-04-01,11,87.9
2007-04-01,03,103.2
2007-05-01,07,99.6
2007-05-01,01,85.3
2007-05-01,09,93.9
2007-05-01,03,103.3
2007-05-01,05,93.4
2007-05-01,12,
2007-05-01,10,93.8
2007-05-01,02,80.9
2007-05-01,06,94.0
2007-05-01,04,96.0
2007-05-01,11,88.3
2007-05-01,08,101.4
2007-05-01,13,90.6
2007-05-01,overall,92.2
2007-06-01,04,96.0
2007-06-01,13,90.5
