date,bank,rate,value
2008-05-01,investment,fdr_1mo,3.48
2008-05-01,commercial,walr,6.55
2008-05-01,commercial,fdr_9mo,3.36
2008-05-01,investment,fdr_9mo,3.64
2008-05-01,investment,alr,6.92
2008-05-01,commercial,fdr_3mo,3.14
2008-06-01,commercial,fdr_6mo,3.2800000000000002
2008-06-01,investment,fdr_9mo,3.64
2008-06-01,commercial,fdr_12mo,3.7
2008-06-01,investment,fdr_6mo,3.5
2008-06-01,investment,fdr_3mo,3.5
2008-06-01,investment,fdr_1mo,3.48
2008-06-01,commercial,walr,6.54
2008-06-01,investment,fdr_12mo,3.5
2008-06-01,commercial,alr,6.08
2008-06-01,commercial,blr,6.72
2008-06-01,commercial,fdr_9mo,3.36
2008-06-01,commercial,fdr_1mo,3.08
2008-06-01,commercial,fdr_3mo,3.14
2008-06-01,investment,alr,7.4
2008-06-01,commercial,sr,1.41
2008-07-01,commercial,fdr_9mo,3.36
2008-07-01,commercial,sr,1.41
2008-07-01,investment,fdr_3mo,3.52
2008-07-01,investment,alr,7.51
2008-07-01,investment,fdr_6mo,3.5700000000000003
2008-07-01,commercial,fdr_1mo,3.08
2008-07-01,investment,fdr_1mo,3.48
2008-07-01,commercial,fdr_3mo,3.14
2008-07-01,commercial,walr,6.47
2008-07-01,investment,fdr_12mo,3.62
2008-07-01,commercial,alr,6.0200000000000005
2008-07-01,commercial,fdr_12mo,3.7
2008-07-01,investment,fdr_9mo,3.64
2008-07-01,commercial,fdr_6mo,3.2800000000000002
2008-07-01,commercial,blr,6.72
2008-08-01,commercial,fdr_1mo,3.08
2008-08-01,commercial,blr,6.72
2008-08-01,investment,fdr_12mo,3.71
2008-08-01,investment,alr,7.49
2008-08-01,investment,fdr_3mo,3.54
2008-08-01,commercial,fdr_6mo,3.2800000000000002
2008-08-01,commercial,sr,1.41
2008-08-01,commercial,walr,6.44
2008-08-01,investment,fdr_1mo,3.5
2008-08-01,commercial,fdr_3mo,3.14
2008-08-01,commercial,fdr_12mo,3.7
2008-08-01,investment,fdr_6mo,3.58
2008-08-01,commercial,fdr_9mo,3.36
2008-08-01,investment,fdr_9mo,3.65
2008-08-01,commercial,alr,5.98
2008-09-01,commercial,fdr_1mo,3.08
2008-09-01,commercial,blr,6.72
2008-09-01,investment,fdr_9mo,3.5300000000000002
2008-09-01,commercial,alr,5.96
2008-09-01,investment,fdr_12mo,3.7600000000000002
2008-09-01,commercial,fdr_6mo,3.2800000000000002
2008-09-01,investment,alr,7.54
2008-09-01,investment,fdr_3mo,3.54
2008-09-01,commercial,sr,1.42
2008-09-01,investment,fdr_1mo,3.5
2008-09-01,investment,fdr_6mo,3.6
2008-09-01,commercial,walr,6.43
2008-09-01,commercial,fdr_3mo,3.14
2008-09-01,commercial,fdr_9mo,3.36
2008-09-01,commercial,fdr_12mo,3.7
2008-10-01,commercial,fdr_1mo,3.08
2008-10-01,investment,fdr_9mo,3.64
2008-10-01,commercial,blr,6.72
2008-10-01,investment,fdr_1mo,3.5
2008-10-01,commercial,fdr_6mo,3.2800000000000002
2008-10-01,commercial,alr,6.01
2008-10-01,investment,fdr_12mo,3.77
2008-10-01,investment,fdr_3mo,3.5300000000000002
2008-10-01,investment,fdr_6mo,3.6
2008-10-01,commercial,sr,1.42
2008-10-01,commercial,walr,6.44
2008-10-01,commercial,fdr_3mo,3.14
2008-10-01,commercial,fdr_12mo,3.7
2008-10-01,investment,alr,7.44
2008-10-01,commercial,fdr_9mo,3.36
2008-11-01,commercial,fdr_9mo,3.22
2008-11-01,commercial,fdr_12mo,3.6
2008-11-01,investment,fdr_9mo,3.44
2008-11-01,commercial,fdr_1mo,3.0300000000000002
2008-11-01,commercial,blr,6.66
2008-11-01,investment,fdr_1mo,3.35
2008-11-01,commercial,fdr_6mo,3.16
2008-11-01,investment,alr,7.42
2008-11-01,commercial,alr,5.98
2008-11-01,investment,fdr_12mo,3.7
2008-11-01,investment,fdr_3mo,3.48
2008-11-01,commercial,sr,1.3900000000000001
2008-11-01,investment,fdr_6mo,3.47
2008-11-01,commercial,walr,6.41
2008-11-01,commercial,fdr_3mo,3.06
2008-12-01,commercial,fdr_12mo,3.5
2008-12-01,commercial,fdr_9mo,3.14
2008-12-01,commercial,blr,6.48
2008-12-01,commercial,fdr_1mo,3.0100000000000002
2008-12-01,investment,alr,7.45
2008-12-01,commercial,fdr_6mo,3.11
2008-12-01,investment,fdr_12mo,3.54
2008-12-01,investment,fdr_9mo,3.44
2008-12-01,investment,fdr_3mo,3.33
2008-12-01,commercial,alr,5.86
2008-12-01,commercial,sr,1.4000000000000001
2008-12-01,commercial,walr,6.29
2008-12-01,investment,fdr_6mo,3.41
2008-12-01,commercial,fdr_3mo,3.04
2008-12-01,investment,fdr_1mo,3.2600000000000002
2009-01-01,investment,fdr_1mo,2.59
2009-01-01,commercial,fdr_12mo,3.02
2009-01-01,commercial,fdr_1mo,2.54
2009-01-01,commercial,blr,6.38
2009-01-01,commercial,fdr_6mo,2.56
2009-01-01,investment,fdr_3mo,2.85
2009-01-01,investment,fdr_12mo,3.36
2009-01-01,commercial,alr,5.7700000000000005
2009-01-01,investment,fdr_9mo,2.98
2009-01-01,commercial,sr,1.25
2009-01-01,commercial,fdr_9mo,2.57
2009-01-01,investment,alr,6.93
2009-01-01,commercial,walr,6.23
2009-01-01,investment,fdr_6mo,3.13
2009-01-01,commercial,fdr_3mo,2.54
2009-02-01,commercial,fdr_3mo,2.07
2009-02-01,investment,fdr_6mo,2.46
2009-02-01,investment,fdr_1mo,2.24
2009-02-01,commercial,walr,5.88
2009-02-01,commercial,fdr_12mo,2.5500000000000003
2009-02-01,commercial,fdr_1mo,2.05
2009-02-01,commercial,blr,5.89
2009-02-01,commercial,fdr_6mo,2.07
2009-02-01,investment,fdr_9mo,2.57
2009-02-01,investment,fdr_3mo,2.45
2009-02-01,commercial,alr,5.49
2009-02-01,investment,fdr_12mo,3.06
2009-02-01,investment,alr,7.09
2009-02-01,commercial,sr,1.1
2009-02-01,commercial,fdr_9mo,2.08
2009-03-01,commercial,fdr_3mo,2.04
2009-03-01,investment,fdr_6mo,2.49
2009-03-01,investment,fdr_1mo,2.05
2009-03-01,commercial,fdr_9mo,2.06
2009-03-01,commercial,walr,5.54
2009-03-01,commercial,fdr_12mo,2.52
2009-03-01,commercial,fdr_1mo,2.02
2009-03-01,commercial,blr,5.53
2009-03-01,commercial,fdr_6mo,2.05
2009-03-01,investment,fdr_12mo,2.94
2009-03-01,investment,fdr_9mo,2.2800000000000002
2009-03-01,commercial,alr,5.16
2009-03-01,investment,fdr_3mo,2.29
2009-03-01,investment,alr,7.34
2009-03-01,commercial,sr,0.93
2009-04-01,commercial,fdr_3mo,2.04
2009-04-01,investment,fdr_1mo,2.05
2009-04-01,investment,fdr_6mo,2.7
2009-04-01,commercial,walr,5.47
2009-04-01,commercial,fdr_12mo,2.52
2009-04-01,commercial,blr,5.53
2009-04-01,commercial,fdr_1mo,2.02
2009-04-01,commercial,fdr_6mo,2.05
2009-04-01,investment,fdr_9mo,2.22
2009-04-01,investment,fdr_3mo,2.11
2009-04-01,commercial,alr,5.11
2009-04-01,investment,fdr_12mo,3.11
2009-04-01,investment,alr,7.1000000000000005
2009-04-01,commercial,fdr_9mo,2.06
2009-04-01,commercial,sr,0.93
2009-05-01,investment,fdr_3mo,2.11
2009-05-01,investment,fdr_1mo,2.06
2009-05-01,commercial,fdr_12mo,2.52
2009-05-01,commercial,fdr_9mo,2.06
2009-05-01,commercial,walr,5.44
2009-05-01,investment,fdr_6mo,2.44
2009-05-01,commercial,blr,5.53
2009-05-01,investment,fdr_9mo,2.22
2009-05-01,commercial,fdr_1mo,2.02
2009-05-01,commercial,alr,5.0200000000000005
2009-05-01,investment,alr,7.05
2009-05-01,commercial,fdr_6mo,2.05
2009-05-01,investment,fdr_12mo,3.11
2009-05-01,commercial,sr,0.88
2009-05-01,commercial,fdr_3mo,2.04
2009-06-01,investment,fdr_1mo,2.08
2009-06-01,investment,fdr_12mo,2.88
2009-06-01,commercial,fdr_6mo,2.06
2009-06-01,commercial,alr,5.04
2009-06-01,commercial,fdr_3mo,2.05
2009-06-01,commercial,fdr_1mo,2.02
2009-06-01,commercial,blr,5.53
2009-06-01,commercial,sr,0.88
2009-06-01,investment,alr,6.97
2009-06-01,investment,fdr_9mo,2.22
2009-06-01,commercial,fdr_9mo,2.07
2009-06-01,commercial,walr,5.4
2009-06-01,investment,fdr_6mo,2.32
2009-06-01,commercial,fdr_12mo,2.52
2009-06-01,investment,fdr_3mo,2.08
2009-07-01,commercial,blr,5.53
2009-07-01,commercial,alr,4.96
2009-07-01,investment,fdr_12mo,2.86
2009-07-01,commercial,fdr_1mo,2.02
2009-07-01,investment,alr,6.98
2009-07-01,investment,fdr_9mo,2.3000000000000003
2009-07-01,commercial,fdr_12mo,2.52
2009-07-01,commercial,sr,0.88
2009-07-01,commercial,fdr_6mo,2.06
2009-07-01,commercial,fdr_3mo,2.05
2009-07-01,commercial,fdr_9mo,2.07
2009-07-01,investment,fdr_6mo,2.36
2009-07-01,investment,fdr_3mo,2.15
2009-07-01,commercial,walr,5.38
2009-07-01,investment,fdr_1mo,2.06
2009-08-01,investment,fdr_1mo,2.06
2009-08-01,commercial,fdr_1mo,2.0
2009-08-01,commercial,fdr_9mo,2.05
2009-08-01,investment,fdr_9mo,2.36
2009-08-01,commercial,alr,4.9
2009-08-01,investment,fdr_3mo,2.19
2009-08-01,investment,alr,6.94
2009-08-01,investment,fdr_6mo,2.18
2009-08-01,commercial,walr,5.38
2009-08-01,commercial,fdr_6mo,2.04
2009-08-01,investment,fdr_12mo,2.67
2009-08-01,commercial,blr,5.51
2009-08-01,commercial,fdr_3mo,2.0300000000000002
2009-08-01,commercial,fdr_12mo,2.5
2009-08-01,commercial,sr,0.87
2009-09-01,commercial,sr,0.87
2009-09-01,investment,alr,7.03
2009-09-01,commercial,blr,5.51
2009-09-01,commercial,fdr_12mo,2.5
2009-09-01,investment,fdr_12mo,2.73
2009-09-01,investment,fdr_9mo,2.32
2009-09-01,commercial,fdr_6mo,2.04
2009-09-01,investment,fdr_1mo,2.08
2009-09-01,commercial,walr,5.38
2009-09-01,investment,fdr_6mo,2.29
2009-09-01,investment,fdr_3mo,2.31
2009-09-01,commercial,fdr_9mo,2.05
2009-09-01,commercial,fdr_1mo,2.0
2009-09-01,commercial,fdr_3mo,2.0300000000000002
2009-09-01,commercial,alr,4.91
2009-10-01,commercial,alr,4.91
2009-10-01,commercial,blr,5.51
2009-10-01,investment,fdr_1mo,2.07
2009-10-01,commercial,fdr_3mo,2.0300000000000002
2009-10-01,commercial,fdr_9mo,2.05
2009-10-01,commercial,sr,0.87
2009-10-01,investment,fdr_6mo,2.2800000000000002
2009-10-01,commercial,walr,5.36
2009-10-01,investment,fdr_12mo,2.72
2009-10-01,investment,fdr_3mo,2.19
2009-10-01,investment,fdr_9mo,2.41
2009-10-01,commercial,fdr_1mo,2.0
2009-10-01,commercial,fdr_12mo,2.5
2009-10-01,investment,alr,6.92
2009-10-01,commercial,fdr_6mo,2.04
2009-11-01,investment,fdr_1mo,2.08
2009-11-01,investment,fdr_6mo,2.36
2009-11-01,commercial,alr,4.91
2009-11-01,commercial,fdr_9mo,2.05
2009-11-01,commercial,fdr_1mo,2.0
2009-11-01,commercial,sr,0.87
2009-11-01,investment,fdr_9mo,2.62
2009-11-01,commercial,fdr_3mo,2.0300000000000002
2009-11-01,investment,alr,7.0
2009-11-01,commercial,fdr_12mo,2.5
2009-11-01,commercial,blr,5.51
2009-11-01,investment,fdr_12mo,2.5500000000000003
2009-11-01,investment,fdr_3mo,2.23
2009-11-01,commercial,walr,5.36
2009-11-01,commercial,fdr_6mo,2.04
2009-12-01,investment,alr,7.13
2009-12-01,commercial,walr,5.32
2009-12-01,commercial,fdr_12mo,2.5
2009-12-01,investment,fdr_3mo,2.22
2009-12-01,commercial,sr,0.86
2009-12-01,commercial,alr,4.83
2009-12-01,commercial,blr,5.51
2009-12-01,investment,fdr_12mo,2.5300000000000002
2009-12-01,commercial,fdr_3mo,2.0300000000000002
2009-12-01,commercial,fdr_9mo,2.05
2009-12-01,investment,fdr_1mo,2.13
2009-12-01,commercial,fdr_1mo,2.0
2009-12-01,commercial,fdr_6mo,2.04
2009-12-01,investment,fdr_9mo,2.66
2009-12-01,investment,fdr_6mo,2.42
2010-01-01,commercial,fdr_6mo,2.04
2010-01-01,investment,fdr_1mo,2.08
2010-01-01,commercial,fdr_9mo,2.05
2010-01-01,investment,fdr_9mo,2.69
2010-01-01,investment,alr,7.12
2010-01-01,commercial,fdr_12mo,2.5
2010-01-01,commercial,blr,5.51
2010-01-01,commercial,alr,4.8500000000000005
2010-01-01,commercial,fdr_3mo,2.0300000000000002
2010-01-01,investment,fdr_6mo,2.48
2010-01-01,commercial,walr,5.33
2010-01-01,investment,fdr_3mo,2.2600000000000002
2010-01-01,commercial,fdr_1mo,2.0
2010-01-01,investment,fdr_12mo,2.54
2010-01-01,commercial,sr,0.86
2010-02-01,investment,fdr_6mo,2.46
2010-02-01,investment,fdr_9mo,2.66
2010-02-01,commercial,fdr_6mo,2.04
2010-02-01,investment,fdr_3mo,2.2600000000000002
2010-02-01,investment,fdr_12mo,2.56
2010-02-01,commercial,fdr_3mo,2.0300000000000002
2010-02-01,commercial,alr,4.8500000000000005
2010-02-01,commercial,walr,5.31
2010-02-01,commercial,fdr_12mo,2.5
2010-02-01,investment,alr,7.2
2010-02-01,commercial,fdr_9mo,2.05
2010-02-01,investment,fdr_1mo,2.07
2010-02-01,commercial,fdr_1mo,2.0
2010-02-01,commercial,blr,5.51
2010-02-01,commercial,sr,0.8
2010-03-01,commercial,fdr_12mo,2.67
2010-03-01,commercial,fdr_9mo,2.33
2010-03-01,investment,fdr_1mo,2.2600000000000002
2010-03-01,commercial,blr,5.76
2010-03-01,commercial,sr,0.86
2010-03-01,investment,alr,7.19
2010-03-01,commercial,alr,4.96
2010-03-01,commercial,fdr_6mo,2.31
2010-03-01,investment,fdr_9mo,2.72
2010-03-01,investment,fdr_6mo,2.57
2010-03-01,investment,fdr_12mo,2.68
2010-03-01,commercial,fdr_3mo,2.2800000000000002
2010-03-01,commercial,walr,5.46
2010-03-01,commercial,fdr_1mo,2.25
2010-03-01,investment,fdr_3mo,2.39
2010-04-01,investment,fdr_9mo,2.81
2010-04-01,investment,fdr_1mo,2.31
2010-04-01,commercial,fdr_1mo,2.25
2010-04-01,commercial,fdr_12mo,2.67
2010-04-01,commercial,walr,5.46
2010-04-01,commercial,fdr_9mo,2.34
2010-04-01,investment,alr,7.34
2010-04-01,commercial,alr,4.93
2010-04-01,commercial,fdr_3mo,2.2800000000000002
2010-04-01,investment,fdr_3mo,2.5100000000000002
2010-04-01,commercial,sr,0.86
2010-04-01,commercial,fdr_6mo,2.32
2010-04-01,investment,fdr_12mo,2.67
2010-04-01,investment,fdr_6mo,2.61
2010-04-01,commercial,blr,5.76
2010-05-01,commercial,fdr_1mo,2.47
2010-05-01,investment,fdr_9mo,2.93
2010-05-01,investment,fdr_6mo,2.68
2010-05-01,commercial,walr,5.49
2010-05-01,investment,alr,7.24
2010-05-01,commercial,sr,0.93
2010-05-01,commercial,fdr_3mo,2.5
2010-05-01,commercial,fdr_6mo,2.56
2010-05-01,commercial,alr,5.01
2010-05-01,investment,fdr_3mo,2.61
2010-05-01,commercial,fdr_12mo,2.81
2010-05-01,investment,fdr_12mo,2.79
2010-05-01,commercial,blr,6.0200000000000005
2010-05-01,commercial,fdr_9mo,2.58
2010-05-01,investment,fdr_1mo,2.45
2010-06-01,commercial,sr,0.9500000000000001
2010-06-01,investment,fdr_6mo,2.73
2010-06-01,commercial,fdr_9mo,2.59
2010-06-01,commercial,fdr_12mo,2.82
2010-06-01,investment,fdr_1mo,2.52
2010-06-01,commercial,walr,5.53
2010-06-01,commercial,fdr_1mo,2.48
2010-06-01,investment,fdr_12mo,2.86
2010-06-01,commercial,fdr_6mo,2.58
2010-06-01,investment,fdr_3mo,2.68
2010-06-01,commercial,fdr_3mo,2.5100000000000002
2010-06-01,commercial,alr,5.05
2010-06-01,investment,alr,7.19
2010-06-01,commercial,blr,6.0200000000000005
2010-06-01,investment,fdr_9mo,2.95
2010-07-01,investment,alr,7.13
2010-07-01,commercial,blr,6.2700000000000005
2010-07-01,investment,fdr_1mo,2.7
2010-07-01,commercial,fdr_12mo,2.95
2010-07-01,commercial,sr,0.99
2010-07-01,investment,fdr_9mo,3.13
2010-07-01,investment,fdr_6mo,2.87
2010-07-01,commercial,fdr_6mo,2.79
2010-07-01,commercial,fdr_9mo,2.81
2010-07-01,commercial,fdr_3mo,2.73
2010-07-01,commercial,walr,5.66
2010-07-01,commercial,fdr_1mo,2.71
2010-07-01,investment,fdr_12mo,2.92
2010-07-01,commercial,alr,5.19
2010-07-01,investment,fdr_3mo,2.84
2010-08-01,commercial,blr,6.2700000000000005
2010-08-01,commercial,fdr_1mo,2.71
2010-08-01,commercial,fdr_3mo,2.73
2010-08-01,commercial,fdr_12mo,2.95
2010-08-01,commercial,walr,5.68
2010-08-01,investment,fdr_1mo,2.81
2010-08-01,commercial,alr,5.22
2010-08-01,commercial,fdr_6mo,2.79
2010-08-01,commercial,sr,1.02
2010-08-01,investment,fdr_3mo,2.92
2010-08-01,investment,fdr_12mo,3.0500000000000003
2010-08-01,investment,alr,7.140000000000001
2010-08-01,investment,fdr_9mo,3.19
2010-08-01,commercial,fdr_9mo,2.81
2010-08-01,investment,fdr_6mo,3.16
2010-09-01,commercial,fdr_1mo,2.71
2010-09-01,commercial,walr,5.67
2010-09-01,investment,alr,7.21
2010-09-01,commercial,fdr_6mo,2.79
2010-09-01,investment,fdr_6mo,3.0500000000000003
2010-09-01,commercial,blr,6.2700000000000005
2010-09-01,investment,fdr_12mo,3.08
2010-09-01,commercial,fdr_12mo,2.95
2010-09-01,commercial,sr,1.02
2010-09-01,commercial,fdr_3mo,2.73
2010-09-01,investment,fdr_1mo,2.7800000000000002
2010-09-01,investment,fdr_3mo,2.95
2010-09-01,investment,fdr_9mo,3.25
2010-09-01,commercial,fdr_9mo,2.82
2010-09-01,commercial,alr,5.19
2010-10-01,commercial,fdr_1mo,2.71
2010-10-01,commercial,walr,5.66
2010-10-01,commercial,alr,4.99
2010-10-01,investment,alr,7.2700000000000005
2010-10-01,investment,fdr_6mo,3.2
2010-10-01,commercial,fdr_6mo,2.79
2010-10-01,commercial,fdr_3mo,2.73
2010-10-01,commercial,fdr_12mo,2.96
2010-10-01,commercial,blr,6.2700000000000005
2010-10-01,commercial,sr,1.02
2010-10-01,investment,fdr_3mo,2.98
2010-10-01,investment,fdr_12mo,3.1
2010-10-01,investment,fdr_9mo,3.3000000000000003
2010-10-01,commercial,fdr_9mo,2.82
2010-10-01,investment,fdr_1mo,2.83
2010-11-01,commercial,fdr_1mo,2.71
2010-11-01,commercial,walr,5.67
2010-11-01,commercial,fdr_6mo,2.79
2010-11-01,investment,alr,7.25
2010-11-01,investment,fdr_6mo,3.22
2010-11-01,commercial,alr,4.8500000000000005
2010-11-01,investment,fdr_1mo,2.83
2010-11-01,commercial,blr,6.2700000000000005
2010-11-01,commercial,fdr_3mo,2.74
2010-11-01,commercial,sr,1.0
2010-11-01,commercial,fdr_12mo,2.96
2010-11-01,investment,fdr_3mo,3.04
2010-11-01,investment,fdr_12mo,3.18
2010-11-01,commercial,fdr_9mo,2.82
2010-11-01,investment,fdr_9mo,3.36
2010-12-01,investment,fdr_9mo,3.36
2010-12-01,commercial,fdr_9mo,2.82
2010-12-01,commercial,fdr_1mo,2.71
2010-12-01,commercial,alr,4.91
2010-12-01,commercial,walr,5.62
2010-12-01,investment,alr,7.2700000000000005
2010-12-01,investment,fdr_6mo,3.19
2010-12-01,commercial,fdr_6mo,2.79
2010-12-01,investment,fdr_1mo,2.84
2010-12-01,commercial,sr,1.0
2010-12-01,commercial,fdr_3mo,2.74
2010-12-01,commercial,fdr_12mo,2.97
2010-12-01,commercial,blr,6.2700000000000005
2010-12-01,investment,fdr_3mo,3.0300000000000002
2010-12-01,investment,fdr_12mo,3.21
2011-01-01,commercial,fdr_9mo,2.82
2011-01-01,investment,fdr_9mo,3.38
2011-01-01,commercial,fdr_1mo,2.71
2011-01-01,commercial,walr,5.63
2011-01-01,commercial,alr,4.95
2011-01-01,commercial,fdr_12mo,2.97
2011-01-01,investment,fdr_12mo,3.36
2011-01-01,commercial,fdr_6mo,2.79
2011-01-01,investment,fdr_6mo,3.25
2011-01-01,commercial,sr,1.01
2011-01-01,investment,fdr_1mo,2.87
2011-01-01,investment,fdr_3mo,3.1
2011-01-01,commercial,blr,6.2700000000000005
2011-01-01,commercial,fdr_3mo,2.74
2011-01-01,investment,alr,7.2700000000000005
2011-02-01,investment,alr,7.2
2011-02-01,commercial,blr,6.2700000000000005
2011-02-01,commercial,fdr_1mo,2.71
2011-02-01,investment,fdr_9mo,3.36
2011-02-01,commercial,fdr_9mo,2.82
2011-02-01,commercial,alr,4.96
2011-02-01,commercial,walr,5.63
2011-02-01,investment,fdr_6mo,3.2800000000000002
2011-02-01,commercial,fdr_6mo,2.79
2011-02-01,commercial,sr,1.01
2011-02-01,commercial,fdr_3mo,2.74
2011-02-01,commercial,fdr_12mo,2.98
2011-02-01,investment,fdr_1mo,2.87
2011-02-01,investment,fdr_12mo,3.36
2011-02-01,investment,fdr_3mo,3.16
2011-03-01,commercial,fdr_3mo,2.74
2011-03-01,investment,fdr_12mo,3.36
2011-03-01,investment,alr,7.19
2011-03-01,investment,fdr_3mo,3.1
2011-03-01,commercial,blr,6.2700000000000005
2011-03-01,investment,fdr_9mo,3.36
2011-03-01,commercial,fdr_9mo,2.82
2011-03-01,commercial,fdr_1mo,2.71
2011-03-01,commercial,alr,4.95
2011-03-01,investment,fdr_1mo,2.88
2011-03-01,commercial,walr,5.64
2011-03-01,commercial,fdr_6mo,2.79
2011-03-01,investment,fdr_6mo,3.29
2011-03-01,commercial,fdr_12mo,2.98
2011-03-01,commercial,sr,1.01
2011-04-01,commercial,fdr_3mo,2.74
2011-04-01,investment,alr,7.17
2011-04-01,investment,fdr_3mo,3.15
2011-04-01,investment,fdr_9mo,3.41
2011-04-01,investment,fdr_12mo,3.41
2011-04-01,commercial,alr,4.97
2011-04-01,commercial,fdr_9mo,2.82
2011-04-01,commercial,fdr_1mo,2.71
2011-04-01,investment,fdr_1mo,2.89
2011-04-01,commercial,walr,5.58
2011-04-01,commercial,fdr_6mo,2.79
2011-04-01,investment,fdr_6mo,3.31
2011-04-01,commercial,blr,6.2700000000000005
2011-04-01,commercial,fdr_12mo,2.98
2011-04-01,commercial,sr,1.02
2011-05-01,commercial,fdr_3mo,3.0
2011-05-01,investment,alr,7.12
2011-05-01,investment,fdr_3mo,3.24
2011-05-01,investment,fdr_9mo,3.5300000000000002
2011-05-01,commercial,fdr_9mo,3.09
2011-05-01,investment,fdr_12mo,3.45
2011-05-01,commercial,alr,4.94
2011-05-01,commercial,fdr_1mo,2.95
2011-05-01,investment,fdr_1mo,2.97
2011-05-01,commercial,walr,5.68
2011-05-01,investment,fdr_6mo,3.3200000000000003
2011-05-01,commercial,fdr_6mo,3.0700000000000003
2011-05-01,commercial,blr,6.54
2011-05-01,commercial,fdr_12mo,3.23
2011-05-01,commercial,sr,1.08
2011-06-01,commercial,fdr_12mo,3.23
2011-06-01,commercial,walr,5.71
2011-06-01,investment,fdr_3mo,3.2800000000000002
2011-06-01,investment,fdr_1mo,3.1
2011-06-01,commercial,fdr_9mo,3.09
2011-06-01,commercial,blr,6.54
2011-06-01,investment,fdr_12mo,3.48
2011-06-01,commercial,sr,1.1400000000000001
2011-06-01,commercial,fdr_3mo,2.99
2011-06-01,investment,fdr_6mo,3.39
2011-06-01,commercial,fdr_1mo,2.95
2011-06-01,commercial,alr,4.93
2011-06-01,investment,fdr_9mo,3.5
2011-06-01,investment,alr,7.05
2011-06-01,commercial,fdr_6mo,3.0700000000000003
2011-07-01,investment,fdr_3mo,3.27
2011-07-01,investment,fdr_1mo,3.08
2011-07-01,commercial,fdr_6mo,3.0700000000000003
2011-07-01,investment,fdr_9mo,3.58
2011-07-01,commercial,fdr_12mo,3.23
2011-07-01,investment,alr,6.91
2011-07-01,investment,fdr_6mo,3.4
2011-07-01,commercial,alr,4.88
2011-07-01,commercial,fdr_3mo,3.0
2011-07-01,investment,fdr_12mo,3.5300000000000002
2011-07-01,commercial,fdr_9mo,3.1
2011-07-01,commercial,sr,1.09
2011-07-01,commercial,blr,6.54
2011-07-01,commercial,fdr_1mo,2.95
2011-07-01,commercial,walr,5.71
2011-08-01,investment,fdr_6mo,3.38
2011-08-01,commercial,walr,5.71
2011-08-01,commercial,blr,6.54
2011-08-01,commercial,fdr_9mo,3.11
2011-08-01,commercial,fdr_3mo,3.0100000000000002
2011-08-01,investment,fdr_1mo,3.13
2011-08-01,commercial,alr,4.89
2011-08-01,investment,alr,7.01
2011-08-01,commercial,fdr_12mo,3.24
2011-08-01,commercial,sr,1.1
2011-08-01,commercial,fdr_6mo,3.09
2011-08-01,investment,fdr_9mo,3.5
2011-08-01,investment,fdr_3mo,3.31
2011-08-01,commercial,fdr_1mo,2.96
2011-08-01,investment,fdr_12mo,3.5
2011-09-01,investment,fdr_12mo,3.5100000000000002
2011-09-01,commercial,fdr_1mo,2.95
2011-09-01,commercial,sr,1.03
2011-09-01,commercial,fdr_12mo,3.22
2011-09-01,commercial,fdr_9mo,3.09
2011-09-01,investment,fdr_9mo,3.52
2011-09-01,investment,alr,6.99
2011-09-01,commercial,fdr_6mo,3.0700000000000003
2011-09-01,commercial,alr,4.89
2011-09-01,investment,fdr_3mo,3.3000000000000003
2011-09-01,commercial,fdr_3mo,3.0
2011-09-01,investment,fdr_6mo,3.36
2011-09-01,investment,fdr_1mo,3.09
2011-09-01,commercial,walr,5.7
2011-09-01,commercial,blr,6.54
2011-10-01,commercial,fdr_9mo,3.09
2011-10-01,investment,fdr_1mo,3.11
2011-10-01,investment,fdr_6mo,3.41
2011-10-01,investment,fdr_3mo,3.37
2011-10-01,commercial,fdr_3mo,2.99
2011-10-01,commercial,fdr_1mo,2.95
2011-10-01,commercial,fdr_6mo,3.06
2011-10-01,commercial,alr,4.88
2011-10-01,commercial,sr,1.1400000000000001
2011-10-01,investment,alr,6.95
2011-10-01,investment,fdr_9mo,3.5300000000000002
2011-10-01,commercial,fdr_12mo,3.22
2011-10-01,commercial,blr,6.54
2011-10-01,investment,fdr_12mo,3.5100000000000002
2011-10-01,commercial,walr,5.67
2011-11-01,commercial,fdr_6mo,3.06
