license_no,company,state,postcode,phone,address,license_year,osa_code
MALLI20260656,YANGTZE JIANG PHARMA SDN. BHD.,Negeri Sembilan,70200,,"NO. 19-2, JALAN SRI PINANG 1, TAMAN SRI PINANG, OFF JALAN LABU, SEREMBAN",2026,1326959
MALLI20261499,Infinitus International (Malaysia) Sdn Bhd,Selangor,47170,0380791828,"E-02-27, IOI BOULEVARD, JALAN KENARI 5, BANDAR PUCHONG JAYA, , PUCHONG",2026,1328286
MALLI20260557,N.Z. NEW IMAGE SDN BHD,Selangor,46100,03-79403688,"G-2, Axis Technology Centre, Lot 13, Jalan 225, , PETALING JAYA",2026,56023
MALLI20260901A,PHARMANIAGA LOGISTICS SDN. BHD.,Selangor,40000,03-33429999,"NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7, SHAH ALAM",2026,5673
MALLI20260570A,Nano Medic Care Sdn. Bhd.,Johor,84000,06-9513111,"No. 1-6 & 1-12, 1st floor,, Jalan Indah 2, , Taman Indah, MUAR",2026,952671
MALLI20260651,Top Biopharma Sdn Bhd,Selangor,43700,0193135334,"NO. 23A, JALAN KESUMA 3/11, BANDAR TASIK KESUMA, , BERANANG",2026,1132240
MALLI20260657,SEANG WAN TRADING CO SDN BHD,Pulau Pinang,14100,04-5018111,"11,JALAN IKS JURU JAYA,TAMAN IKS JURU JAYA, , , SIMPANG AMPAT",2026,1033532
MALLI20260908A,Sunzen Corporation Sdn Bhd,Selangor,40460,60351218998,"11, Jalan Anggerik Mokara 31/47, Kota Kemuning, Seksyen 31, , SHAH ALAM",2026,1117784
MALLI20260470A,Ritma Prestasi Sdn Bhd,Selangor,47120,+60380669010,"NO. 43, JALAN MERANTI JAYA 11, TAMAN PERINDUSTRIAN MERANTI JAYA, , PUCHONG",2026,1141171
MALLI20260297A,RANBAXY (MALAYSIA) SDN. BHD.,Kedah,08000,04 4220660/04 4220661,"LOT 23, BAKAR ARANG INDUSTRIAL ESTATE, , , SUNGAI PETANI",2026,713
MALLI20260472,ATOMY MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,50470,0327187000,"LEVEL 27, MENARA ALLIANZ SENTRAL, NO. 203,, KUALA LUMPUR SENTRAL,, JALAN TUN SAMBANTHAN BRICKFIELDS, KUALA LUMPUR",2026,1323824
MALLI20260438A,Ferring Sdn. Bhd.,Selangor,46200,0379603032,"21-6, BLOCK B, JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, , PETALING JAYA",2026,945013
MALLI20260269,Sin Wah Thong Sdn Bhd,Pulau Pinang,10300,04-2623546,"19, LEBUH MACALLUM, , , GEORGETOWN",2026,57870
MALLI20260704A,JETPHARMA SDN. BHD.,Selangor,47100,03 8076 1651,"NO. 13, JALAN RAJAWALI 2, BANDAR PUCHONG JAYA, , PUCHONG",2026,55958
MALLI20260568,YUE FONG (M) SDN. BHD.,W.P. Kuala Lumpur,58200,0377823740,"NO. 27, JALAN HUJAN, OVERSEAS UNION GARDEN, OFF JALAN KLANG LAMA, KUALA LUMPUR",2026,55862
MALLI20260349,AMWAY (MALAYSIA) SDN. BHD.,Selangor,46100,03 79462237,"NO. 28, JALAN 223/51A, , PETALING JAYA",2026,55842
MALLI20260281,Enagic (Malaysia) Sdn Bhd,W.P. Kuala Lumpur,59200,0322822332,"UNIT 25-6 & 27-6, THE BOULEVARD, MID VALLEY CITY, LINGKARAN SYED PUTRA, , KUALA LUMPUR",2026,1118568
MALLI20260282,NHTC WELLNESS PRODUCTS MALAYSIA SDN BHD,W.P. Kuala Lumpur,59200,03-27031029,"UNIT 53-7, LEVEL 7, THE BOULEVARD, LINGKARAN SYED PUTRA, MID VALLEY CITY, , KUALA LUMPUR",2026,1158292
MALLI20260303A,STADPHARM SDN. BHD.,Selangor,47301,03-78327812,"E-9-01, Oasis Square, Ara Damansara, No. 2, Jalan PJU 1A/7A, PETALING JAYA",2026,55917
MALLI20260350,PRIME PHARMACEUTICAL SDN. BHD.,Pulau Pinang,14000,04-5074787,"1505, Lorong Perusahaan Utama 1, Taman Perindustrian Bukit Tengah, , BUKIT MERTAJAM",2026,1033399
MALLI20260475A,TRB CHEMEDICA MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,56000,03-28561122,"A-20-03, 3A & 05, Level 20, EkoCheras Office Tower, No. 693, Batu 5, Jalan Cheras,, , , KUALA LUMPUR",2026,1143433
MALLI20260304,LIFECARE ESSENTIAL SDN. BHD.,Selangor,40150,03-78469208,"26, Jalan Bulan U5/171, Bandar Pinggiran Subang, Seksyen U5, , SHAH ALAM",2026,10700
MALLI20260298,CAMBERT(M) SDN. BHD.,Selangor,47500,03-5637 3758,"8th Floor, Wisma Consplant 1, No. 2, Jalan SS16/4, SUBANG JAYA",2026,55888
MALLI20260354A,My Vet Care Sdn Bhd,Selangor,43300,0179898029,"A-G-3A, Red Ruby Shop Apartment, Jalan Indah 2/4, Taman Universiti Indah, SERI KEMBANGAN",2026,1109596
MALLI20260245,Avantsar Sdn Bhd,Sarawak,98007,0322763588,"NO. 124-126, JALAN BENDAHARA, P.O. BOX 547, , MIRI",2026,1309202
MALLI20260324,NUVANTA SDN. BHD.,Selangor,47500,0356373758,"Suite C802 & C808, Central Wing, 8th Floor, Wisma Consplant 1, No. 2, Jalan SS16/4,, , SUBANG JAYA",2026,1033577
MALLI20260352A,IMEKS PHARMA SDN. BHD.,W.P. Kuala Lumpur,51200,0362418080,"NO. 5, JALAN UDANG HARIMAU 2, MEDAN NIAGA KEPONG, , KUALA LUMPUR",2026,1133955
MALLI20260244,ELDON HEALTHCARE SDN. BHD.,Johor,81000,,"NO. 84, JALAN I-PARK 1/9, KAWASAN PERINDUSTRIAN I-PARK, BANDAR INDAHPURA, KULAI",2026,1314800
MALLI20260296,KYOSEI BOEKI (M) SDN BHD,W.P. Kuala Lumpur,50480,,"S-19-3, WISMA YNH, KIARA 163, JALAN KIARA, MONT KIARA, KUALA LUMPUR",2026,1325696
MALLI20260277,FOREVER LIVING PRODUCTS (M) SDN. BHD.,W.P. Kuala Lumpur,55100,392820033,"No. 25, Jalan Jejaka 3, Taman Maluri, Cheras, , KUALA LUMPUR",2026,73095
MALLI20260872A,JOHNSON & JOHNSON SDN. BHD.,Selangor,46150,03-76614500,"Level 8, The Pinnacle, Persiaran Lagoon, Bandar Sunway, PETALING JAYA",2026,1000102
MALLI20260248A,MILRIN PHARMACEUTICAL COMPANY (M) SDN. BHD.,Pulau Pinang,10400,"604-2288644,604-2286741,604-2286042","125-L, 5TH FLOOR, WISMA GETAH, JALAN MACALISTER, , GEORGETOWN",2026,55827
MALLI20260402A,PHARM-D HEALTH SCIENCE SDN. BHD.,W.P. Kuala Lumpur,58000,0377852928,"8A, JALAN 1/137C, BEDFORD BUSINESS PARK, OFF JALAN KELANG LAMA, , KUALA LUMPUR",2026,1179980
MALLI20260270A,ORGANON MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,59200,+603-27414900,"39W022, MERCU 2, NO. 3, JALAN BANGSAR, KL ECO CITY, KUALA LUMPUR",2026,1033427
MALLI20260252,NAM LEONG COMPANY SDN. BHD.,W.P. Kuala Lumpur,50100,03-20786393,"NO. 60, JALAN HANG LEKIU, , , KUALA LUMPUR",2026,75771
MALLI20260251,NU SKIN (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,50450,03-90784788,"LOT 1.5, LEVEL 1, PNB PERDANA (COMMERCIAL CENTRE), 10, JALAN BINJAI, KUALA LUMPUR",2026,1132348
MALLI20260302,SHAN YAO CORPORATION SDN. BHD.,W.P. Kuala Lumpur,55100,03-92815531,"NO. 9, JALAN PANDAN 8/6, PANDAN JAYA, , KUALA LUMPUR",2026,1116162
MALLI20260301,YILIN (M) SDN. BHD.,W.P. Kuala Lumpur,55100,03-92831489,"NO. 11, JALAN PANDAN 8/6, PANDAN JAYA, , KUALA LUMPUR",2026,1033499
MALLI20260318,DUPLEX HEALTHCARE SDN. BHD.,Perak,31350,052150088,"24-24A, SERI PALMA A/2,, BANDAR SERI BOTANI, , IPOH",2026,1156616
MALLI20260566A,ZUELLIG PHARMA SDN. BHD.,Selangor,40150,03-55662288,"NO. 15, PERSIARAN PASAK BUMI, KAWASAN PERINDUSTRIAN BUKIT JELUTONG, SEKSYEN U8, SHAH ALAM",2026,873
MALLI20260373A,Hisamitsu Pharmaceutical Malaysia Sdn. Bhd.,W.P. Kuala Lumpur,59200,03-22420270,"UNIT 18-7, TOWER A, VERTICAL BUSINESS SUITE AVENUE 3, BANGSAR SOUTH, NO. 8, JALAN KERINCHI, KUALA LUMPUR",2026,1178999
MALLI20260353,BUMARI SDN. BHD.,Pulau Pinang,13400,04-3246246,"NO. 4722, JALAN PERMATANG PAUH, , BUTTERWORTH",2026,1704
MALLI20260372,TAKARIA (M) SDN BHD,W.P. Kuala Lumpur,58200,03-79823536,"Lot 25-2-2, Tingkat 2, Plaza Prima, Batu 4 1/2, Jalan Kelang Lama, , KUALA LUMPUR",2026,1033573
MALLI20261496A,Phibro Corporation (m) Sdn Bhd,Selangor,46100,,"311, LEVEL 3, MENARA AXIS, 2, JALAN 51A/223, SEKSYEN 51A, , PETALING JAYA",2026,1337533
MALLI20260982,ULTRAVITE SDN BHD,Melaka,75350,,"NO. 13, JALAN TASIK UTAMA 52, KAWASAN PERINDUSTRIAN TASIK UTAMA, AYER KEROH, MUKIM BUKIT KATIL, MELAKA TENGAH",2026,1154721
MALLI20260374A,ELANCO MALAYSIA SDN BHD,Selangor,47800,603-7496 6363,"UNIT 5.04, LEVEL 5 & 6, TOWER BLOCK, THE BOUSTEADOR, NO. 10, JALAN PJU 7/6, MUTIARA DAMANSARA , PETALING JAYA",2026,1210716
MALLI20262034,CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD,W.P. Kuala Lumpur,57000,0172011425,"13-8, JALAN JALIL PERKASA 13, AKED ESPLANAD, BUKIT JALIL, , KUALA LUMPUR",2026,939617
MALLI20260442A,PHARMANIAGA LIFESCIENCE SDN. BHD.,Selangor,47100,03-80612006,"LOT 7, JALAN PPU 3, TAMAN PERINDUSTRIAN PUCHONG UTAMA, , PUCHONG",2026,15365
MALLI20260401A,PROPHARM (M) SDN. BHD.,W.P. Kuala Lumpur,51200,03-62436389,"NO. 8, JALAN UDANG HARIMAU 2, MEDAN NIAGA KEPONG, , KUALA LUMPUR",2026,726
MALLI20260513A,DUOPHARMA HAPI SDN. BHD.,Selangor,40150,03-55696888,"NO. 2, JALAN SAUDAGAR U1/16, ZON PERINDUSTRIAN HICOM GLENMARIE, SEKSYEN U1, SHAH ALAM",2026,1152428
MALLI20260399,Pharma Ace Sdn. Bhd.,Selangor,47810,03-78808481,"22, JALAN PJU 3/46, SUNWAY DAMANSARA, , PETALING JAYA",2026,1107009
MALLI20260377,San Jiu Bio-Pharma Sdn. Bhd.,Perak,31900,0125628686,"7-1-6, JALAN KAMPAR BARAT 9, PUSAT PERDAGANGAN, TAMAN KAMPAR BARAT, KAMPAR",2026,1156019
MALLI20260784A,MYLAN HEALTHCARE SDN. BHD.,Selangor,47400,03-7733 8005,"15-03 & 15-04, Level 15, Imazium, No. 8, Jalan SS 21/37, Damansara Uptown, PETALING JAYA",2026,1205465
MALLI20260299,Spring Pharma Sdn Bhd,Sabah,91000,089-771089,"TB 379, 1ST FLR, BLOCK E , BANDAR SABINDO, , TAWAU",2026,1113696
MALLI20260439,CHINI ENTERPRISE (M) SDN. BHD.,W.P. Kuala Lumpur,50350,03-40481268,"Lot 32.03, Level 32, Sunway Putra Tower, 100, Jalan Putra, KUALA LUMPUR",2026,1144462
MALLI20260519A,Aspen Medical Products Malaysia Sdn Bhd,Selangor,47400,03-77339795,"Unit 1302A, Level 13A, Uptown 1, Jalan SS21/58, Damansara Uptown, , PETALING JAYA",2026,1033736
MALLI20260375A,UNITED ITALIAN TRADING (M) SDN. BHD.,Selangor,46350,03-7965 3000,"607, BLOCK C, NO. 9, JALAN 16/11, PHILEO DAMANSARA 1, PETALING JAYA",2026,1316372
MALLI20260441A,CAMBER LABORATORIES SDN. BHD.,W.P. Kuala Lumpur,59200,,"UNIT E-13A-02, MENARA SUEZCAP 2, NO. 2, KL GATEWAY, JALAN KERINCHI, GERBANG KERINCHI LESTARI, KUALA LUMPUR",2026,1323212
MALLI20260322,Mebo Healthcare Sdn Bhd,Selangor,47400,,"Lot 4-401 & 4-402, Level 4,, The Starling Mall,, No. 6, Jalan SS21/37, Damansara Uptown,, PETALING JAYA",2026,1136033
MALLI20260400,FMC GREENLAND SDN. BHD.,Selangor,47100,603-80608257,"No. 18, Jalan BP 5/11, Bandar Bukit Puchong, , PUCHONG",2026,73090
MALLI20261500,ACCESS BRAND MANAGEMENT (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,50480,0164470812,"THE MET CLUB BY COLONY, LEVEL 10, MENARA THE MET, NO. 20, JALAN DUTAMAS 2, KUALA LUMPUR",2026,1321641
MALLI20260747A,DKSH MALAYSIA SDN. BHD.,Selangor,47301,03-7966 0288,"B-11-01, The Ascent, Paradigm, No. 1, Jalan SS7/26A, Kelana Jaya, , PETALING JAYA",2026,75
MALLI20260440A,SPG PHARMA (MALAYSIA) SDN BHD,Selangor,47400,03-77331702,"Suite 1701, Level 17, Block A, Damansara Intan E-Business Park, No. 1, Jalan SS20/27, PETALING JAYA",2026,1033694
MALLI20260376A,DCH AURIGA (MALAYSIA) SDN. BHD.,Selangor,40300,03-55417748,"LOT 6, PERSIARAN PERUSAHAAN, SEKSYEN 23, , SHAH ALAM",2026,55811
MALLI20260351,MOOM HEALTH SERVICES SDN. BHD.,W.P. Kuala Lumpur,59200,,"UNIT 32-01, LEVEL 32, TOWER B, THE VERTICAL CORPORATE TOWERS, AVENUE 10, BANGSAR, NO. 8, JALAN KERINCHI, KUALA LUMPUR",2026,1315356
MALLI20260654A,Borneosew Medical Trading (M) Sdn Bhd,Selangor,47500,0356340772,"No. 57, Jalan SS 18/6, , , SUBANG JAYA",2026,1041330
