reg_no,product,description,holder,manufacturer,date_reg,date_end
MAL10100036HA,COLI 2MIU Powder,VETERINARY ,Life Biopharma Sdn. Bhd.,Life Biopharma Sdn. Bhd.,2015-10-28,2020-10-28
MAL10100147ACZ,SOLULEXIN GRANULES 125MG/5ML,PRESCRIPTION,DUOPHARMA (M) SENDIRIAN BERHAD,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,2015-10-29,2020-10-29
MAL10100224TC,Codi Daylite Capsule,NATURAL PRODUCT,Asia Herbal Biotech Sdn Bhd,TST BIOCEUTICAL SDN. BHD.,2015-10-29,2020-10-29
MAL10100181XC,Leftose 30mg Tablet,NON PRESCRIPTION,UNISON NUTRACEUTICALS SDN. BHD.,UNISON NUTRACEUTICALS SDN. BHD.,2015-10-29,2020-10-29
MAL20001840XZ,10% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2015-11-02,2020-11-02
MAL20001839XZ,10% DEXTROSE IN WATER (1000ML RECTANGULAR PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2015-11-02,2020-11-02
MAL20002230T,MINYAK IBU GAMAT CAMPURAN,NATURAL PRODUCT,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE,2015-11-02,2020-11-02
MAL20002227T,BAM SERAI CAMPURAN,NATURAL PRODUCT,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE,2015-11-02,2020-11-02
MAL20002228T,BAM GAMAT CAMPURAN,NATURAL PRODUCT,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE,2015-11-02,2020-11-02
MAL20001839XZ,10% DEXTROSE IN WATER (1000ML RECTANGULAR PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2015-11-02,2020-11-02
MAL20001840XZ,10% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2015-11-02,2020-11-02
MAL10110042HA,Poly-E Water Soluble Powder 750MIU/kg,VETERINARY ,Y.S.P. INDUSTRIES (M) SDN. BHD.,,2015-11-22,2020-11-22
MAL10110042HA,Poly-E Water Soluble Powder 750MIU/kg,VETERINARY ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"Y.S.P. INDUSTRIES VIETNAM CO., LTD",2015-11-22,2020-11-22
MAL15110084HA,Coli 50 MIU Water Soluble Powder,VETERINARY ,Nam Pharma Sdn. Bhd.,,2015-11-23,2020-11-23
MAL10110065TC,TYT JIANG TANG LING PLUS,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,2015-11-23,2020-11-23
MAL15110083HA,TIANJIN XINXING COLISTIN SULPHATE 10% (W/W) GRANULAR,VETERINARY ,Gladron Chemicals Sdn Bhd,Tianjin Xinxing Veterinary,2015-11-23,2020-11-23
MAL15110079HA,Livzon Colistin Sulphate 10% Premix (Granules),VETERINARY ,Prima Inter-chem Sdn. Bhd.,,2015-11-23,2020-11-23
MAL15110084HA,Coli 50 MIU Water Soluble Powder,VETERINARY ,Nam Pharma Sdn. Bhd.,Nam Pharma Sdn. Bhd.,2015-11-23,2020-11-23
MAL15110083HA,TIANJIN XINXING COLISTIN SULPHATE 10% (W/W) GRANULAR,VETERINARY ,Gladron Chemicals Sdn Bhd,,2015-11-23,2020-11-23
MAL15110079HA,Livzon Colistin Sulphate 10% Premix (Granules),VETERINARY ,Prima Inter-chem Sdn. Bhd.,Livzon Group Fuzhou Fuxing Pharmaceutical Co Ltd,2015-11-23,2020-11-23
MAL20102084AEZ,HYOSCINE TABLETS 10MG,PRESCRIPTION,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.,2015-11-24,2020-11-24
MAL20002264XZ,SODIUM CHLORIDE 0.9% SOLN FOR IRRIGATION,NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2015-12-03,2020-12-03
MAL20002246AZ,DOMADOL 50MG INJECTION,PRESCRIPTION,HEALOL PHARMACEUTICALS SDN. BHD.,UNICHEM LABS LTD,2015-12-03,2020-12-03
MAL20002247AZ,DOMADOL 100MG INJECTION,PRESCRIPTION,HEALOL PHARMACEUTICALS SDN. BHD.,UNICHEM LABS LTD,2015-12-03,2020-12-03
MAL20002264XZ,SODIUM CHLORIDE 0.9% SOLN FOR IRRIGATION,NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2015-12-03,2020-12-03
MAL05121187X,Ocuvite Lutein,NON PRESCRIPTION,Bausch & Lomb (Malaysia) Sdn. Bhd.,DR GERHARD MANN CHEM.-PHARM FABRIK GMBH,2015-12-17,2020-12-17
MAL15125032AZ,DEPOGESTIN I - Medroxyprogesterone Acetate Inj 150mg/ ml  		,PRESCRIPTION,MEDICOPTIC SUPPLIES SDN. BHD.,A.N.B. LABORATORIES CO. LTD.,2015-12-22,2020-12-22
MAL15120024TC,OS Black Tongkat Ali Capsule 250 mg,NATURAL PRODUCT,ONE SHINE MARKETING ENTERPRISE,KIN HERBS PHARMA SDN BHD,2015-12-22,2020-12-22
MAL15125007NC,Mobithron Advance Capsule,HEALTH SUPPLEMENT,BREGO LIFE SCIENCES SDN. BHD,YANLING NATURAL HYGIENE SDN. BHD.,2015-12-22,2020-12-22
MAL15120020TC,NATURALITY KACIP FATIMAH 133 mg CAPSULE,NATURAL PRODUCT,BIOTRIN SDN BHD,TPM NEXUS SDN. BHD.,2015-12-22,2020-12-22
MAL15120019TC,NATURALITY TONGKAT ALI 133 mg CAPSULE,NATURAL PRODUCT,BIOTRIN SDN BHD,TPM NEXUS SDN. BHD.,2015-12-22,2020-12-22
MAL15120014TC,NATURALITY SKYFRUIT 60 mg CAPSULE,NATURAL PRODUCT,BIOTRIN SDN BHD,TPM NEXUS SDN. BHD.,2015-12-22,2020-12-22
MAL15125010T,CITREX HERBAL - DIAGOLD CAPSULE,NATURAL PRODUCT,GO NATURAL ORGANIC PRODUCTS SDN BHD,Livlong Nutraceuticals Ltd,2015-12-22,2020-12-22
MAL20002573T,GINGKO BILOBA 200MG,NATURAL PRODUCT,NUTRIPHARMA SDN. BHD.,NUTRIPHARMA SDN. BHD.,2015-12-24,2020-12-24
MAL19950624T,PIL 7 ANGIN,NATURAL PRODUCT,Borobudur Herbal Sdn Bhd,PT INDUSTRI JAMU BOROBUDUR,2016-01-06,2021-01-06
MAL20162547AEZ,"INSUGEN-R (Regular) Insulin Injection, Soluble 100IU/mL",PRESCRIPTION,BIOCON SDN BHD,BIOCON SDN BHD,2016-01-07,2021-01-07
MAL20162544TE,EDMARK SPLINA LIQUID CHLOROPHYLL DRINK 120MG,NATURAL PRODUCT,EDMARK INDUSTRIES SDN BHD,EDMARK INDUSTRIES SDN BHD,2016-01-07,2021-01-07
MAL20162549AEZ,"INSUGEN-30/70 (Biphasic) Insulin Injection, Biphasic Isophane 100IU/mL",PRESCRIPTION,BIOCON SDN BHD,BIOCON SDN BHD,2016-01-07,2021-01-07
MAL20162550AEZ,Amoxigran Granules 125mg/5ml (Sugar Free),PRESCRIPTION,HOVID BERHAD,HOVID BERHAD,2016-01-07,2021-01-07
MAL20162551AEZ,Amoxigran Granules 250mg/5ml (Sugar Free),PRESCRIPTION,HOVID BERHAD,HOVID BERHAD,2016-01-07,2021-01-07
MAL20162548AEZ,INSUGEN-N (NPH) Insulin Injection Isophane 100IU/mL,PRESCRIPTION,BIOCON SDN BHD,BIOCON SDN BHD,2016-01-07,2021-01-07
MAL16010053TC,GREATWALL BRAND ESSENCE OF GINSENG with Cordyceps & American Ginseng,NATURAL PRODUCT,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.,2016-01-13,2021-01-13
MAL06011809T,NCHK Babao Zhupo Complex Bao Ying Powder 5g,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,2016-01-28,2021-01-28
MAL06011794T,EU  YAN  SANG  JUN  GING  POWDER,NATURAL PRODUCT,WENG LI SDN. BHD.,WENG LI SDN. BHD.,2016-01-28,2021-01-28
MAL06011778T,Sendi Serbuk 7 g,NATURAL PRODUCT,Borobudur Herbal Sdn Bhd,PT INDUSTRI JAMU BOROBUDUR,2016-01-28,2021-01-28
MAL11010067X,BioCalcium Tablet,HEALTH SUPPLEMENT,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.,2016-01-28,2021-01-28
MAL11010039TC,Yeung Ng Tong Qifung Kweitai Pill Plus,NATURAL PRODUCT,Great Zhong Ar Trading Sdn. Bhd.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2016-01-28,2021-01-28
MAL16025003NZ,PP Vitamin C 500mg Tablet,HEALTH SUPPLEMENT,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.,2016-02-01,2021-02-01
MAL06021208XCR,BiO-LiFE Bio-Vizion Soft Capsules,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2016-02-25,2021-02-25
MAL06021298TC,Dragon Ginseng Ginseng Powder,NATURAL PRODUCT,DRAGON GINSENG ENTERPRISE SDN BHD,SIANG PENG PHARMACEUTICAL SDN. BHD.,2016-02-25,2021-02-25
MAL06021240T,Sendi  Pil  221 mg,NATURAL PRODUCT,Borobudur Herbal Sdn Bhd,PT INDUSTRI JAMU BOROBUDUR,2016-02-25,2021-02-25
MAL20012717AZ,LACTATED RINGER`S SOLUTION 1000ML,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012824XZ,5% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012824XZ,5% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012715XZ,0.9% SODIUM CHLORIDE (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012715XZ,0.9% SODIUM CHLORIDE (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012716XZ,5% DEXTROSE IN WATER (1000ML LDPE BOTTLE),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012717AZ,LACTATED RINGER`S SOLUTION 1000ML,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012823AZ,LACTATED RINGER`S SOLUTION 500ML,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012823AZ,LACTATED RINGER`S SOLUTION 500ML,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012716XZ,5% DEXTROSE IN WATER (1000ML LDPE BOTTLE),NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-03-03,2021-03-03
MAL20012987T,MINYAK KEMBAR,NATURAL PRODUCT,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA,2016-03-03,2021-03-03
MAL20012986T,MINYAK RAMUAN DHAB,NATURAL PRODUCT,KOLEKSI IDAMAN WANITA,KOLEKSI IDAMAN WANITA,2016-03-03,2021-03-03
MAL11035005T,TK Y CAPSULE,NATURAL PRODUCT,EXTRA EXCEL (MALAYSIA) SDN. BHD.,Extra Excellence Manufacturing (S) Pte. Ltd.,2016-03-17,2021-03-17
MAL16035037NC,ABYADH ASTAXANTHIN PLUS CAPSULE,HEALTH SUPPLEMENT,DS HEALTH & BEAUTY SOLUTION,Dby Smart Trading,2016-03-24,2021-03-24
MAL06030937TC,Glucoscare Brand Gymnema Plus Herbal Tea,NATURAL PRODUCT,Glucoscare (Malaysia) Sdn Bhd,SYARIKAT WEN KEN DRUG SDN. BHD.,2016-03-25,2021-03-25
MAL11035015N,BIOSIS BioArgi-9 Tablet,HEALTH SUPPLEMENT,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.,2016-03-31,2021-03-31
MAL11030120T,SEA BUCKTHORN OXY-ESSENTIAL  390mg PLUS,NATURAL PRODUCT,Essential Life Essence Sdn Bhd,"Qinghai General Health Bio-Science Co., LLC.",2016-04-01,2021-04-01
MAL19950819AEZ,DICLO 50 TABLET,PRESCRIPTION,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD,2016-04-06,2021-04-06
MAL19950818AEZ,SEDO TABLET,PRESCRIPTION,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.,2016-04-06,2021-04-06
MAL16040002TC,PANAXGOLD HERBS ESSENCE PLUS,NATURAL PRODUCT,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.,2016-04-06,2021-04-06
MAL20162569TE,MRT SPIRUGOLD CHEWABLE TABLET,NATURAL PRODUCT,MORETH SDN. BHD.,MORETH SDN. BHD.,2016-04-06,2021-04-07
MAL16045012N,YL Total Omega3 900 Softgel Capsule,HEALTH SUPPLEMENT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.,2016-04-20,2021-04-20
MAL16045013N,Live-well OCCUgard Tablet,HEALTH SUPPLEMENT,Live-Well Nutraceuticals Sdn. Bhd.,PAHANG PHARMACY SDN. BHD.,2016-04-20,2021-04-20
MAL06041508TCR,BLACKMORES GRAPE SEED FORTE 12000 TABLET,NATURAL PRODUCT,BLACKMORES (MALAYSIA) SDN. BHD.,LIPA PHARM PTY LTD,2016-04-22,2021-04-22
MAL11040031TC,Peppermint-Ginger Plus Tablet,NATURAL PRODUCT,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,NATURAL ALTERNATIVES INTERNATIONAL INC,2016-04-22,2021-04-22
MAL06041443XCR,Naturerich Triple Lecithin,HEALTH SUPPLEMENT,PRO NUTRITION (MALAYSIA) SDN. BHD.,"NBTY Manufacturing, LLC",2016-04-22,2021-04-22
MAL20013020AZ,5% DEXTROSE IN 0.9% SODIUM CHLORIDE 1000ML LDPE BOTTLE,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-04-26,2021-04-26
MAL20013020AZ,5% DEXTROSE IN 0.9% SODIUM CHLORIDE 1000ML LDPE BOTTLE,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2016-04-26,2021-04-26
MAL19984623T,PATI BALM WARISAN AFIAT,NATURAL PRODUCT,HERBA WARISAN AFIAT SDN BHD,HERBA WARISAN AFIAT SDN BHD,2016-04-28,2021-04-28
MAL19950945T,MINYAK WARISAN AFIAT 55ML,NATURAL PRODUCT,HERBA WARISAN AFIAT SDN BHD,HERBA WARISAN AFIAT SDN BHD,2016-04-28,2021-04-28
MAL19985476T,AIR MUPARAM WARISAN AFIAT,NATURAL PRODUCT,HERBA WARISAN AFIAT SDN BHD,HERBA WARISAN AFIAT SDN BHD,2016-04-28,2021-04-28
MAL20102006TE,HEAMOLIF 500 MG,NATURAL PRODUCT,DOT GREEN LIFESCIENCES SDN. BHD.,DOT GREEN LIFESCIENCES SDN. BHD.,2016-04-28,2021-04-28
MAL16045035ACRZ,CUBICIN (DAPTOMYCIN FOR INJECTION) 500MG VIAL,NEW CHEMICAL ENTITY,MERCK SHARP & DOHME (MALAYSIA) SDN. BHD.,OSO BioPharmaceuticals Manufacturing LLC,2016-04-28,2021-04-28
MAL16040035TC,"RichCare - F""ovaster 300mg Capsule",NATURAL PRODUCT,PERMATA OASIS ENTERPRISE,SARI TANI DESA SDN. BHD.,2016-04-28,2021-04-28
MAL11030136TC,Max-K 500mg,NATURAL PRODUCT,LONG FAR MARKETING (M) SDN BHD,BIO-SCIENCE MANUFACTURING SDN BHD,2016-04-28,2021-04-28
MAL11030148T,MIKEI RED REISHI ESSENCE CAPSULES 250MG,NATURAL PRODUCT,A-Winn Corporation Sdn Bhd,NIKKEI COMPANY,2016-04-28,2021-04-28
MAL19984622T,AIR JAMU KUKUS WARISAN AFIAT,NATURAL PRODUCT,HERBA WARISAN AFIAT SDN BHD,HERBA WARISAN AFIAT SDN BHD,2016-04-28,2021-04-28
MAL16055006NC,Rohana Kasih L-Glutathione Collagen Plus Tablet,HEALTH SUPPLEMENT,ROHANA KASIH ENTERPRISE,Dby Smart Trading,2016-05-12,2021-05-12
MAL16050036T,Eldon Nutrition GAROLIVE CAPSULE,NATURAL PRODUCT,BIO-SCIENCE MANUFACTURING SDN BHD,BIO-SCIENCE MANUFACTURING SDN BHD,2016-05-23,2021-05-23
MAL16055017N,Opceden  Omega-3 Fish Oil TG 500/200 Softgel Capsule,HEALTH SUPPLEMENT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.,2016-05-23,2021-05-23
MAL11055015TC,JAMU RAHSIA 4-STREAM Kapsul 400mg,NATURAL PRODUCT,Rahsia Sentuhan Enterprise,SABIT BANANI INDUSTRIES SDN BHD,2016-05-27,2021-05-27
MAL11055020TC,JAMU RAHSIA MEDU Kapsul 400mg,NATURAL PRODUCT,Rahsia Sentuhan Enterprise,SABIT BANANI INDUSTRIES SDN BHD,2016-05-27,2021-05-27
MAL11050025TC,S Mahogany C,NATURAL PRODUCT,Tunjuk Langit Marketing Sdn Bhd,SARI TANI DESA SDN. BHD.,2016-05-27,2021-05-27
MAL06051343XCR,VitaHealth TRN Bioflavonoids C 1000 Plus Zinc Tablet,HEALTH SUPPLEMENT,VITAHEALTH BIOTECH SDN BHD,ECKHART CORPORATION,2016-05-31,2021-05-31
MAL06051404XZ,PP Vitamin C 1000mg Tablet,HEALTH SUPPLEMENT,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.,2016-05-31,2021-05-31
MAL06051569XC,Parodontax Fluoride Toothpaste,NON PRESCRIPTION,Haleon Malaysia Sdn. Bhd.,"NEOCOSMED CO., LTD",2016-05-31,2021-05-31
MAL06051539T,ANING BIO Beauty,NATURAL PRODUCT,ANING RESOURCES SDN. BHD.,ANING RESOURCES SDN. BHD.,2016-05-31,2021-05-31
MAL16060017TC,VITAYANG CHLOROBOIST Powder,NATURAL PRODUCT,AMMAY ENTERPRISE SDN BHD,GINBIO SDN BHD,2016-06-02,2021-06-02
MAL16065029ACRZ,Opsumit 10mg Film-Coated Tablets,NEW CHEMICAL ENTITY,DKSH MALAYSIA SDN. BHD.,PATHEON ITALIA S.P.A.,2016-06-07,2021-06-07
MAL20013510XC,SMA CHITOMONASCUS CAPSULE,HEALTH SUPPLEMENT,VITABLUE SDN BHD,Phytobiotech Sdn. Bhd.,2016-06-09,2021-06-09
MAL20013508X,SMA CHITO MONASCUS TABLETS,HEALTH SUPPLEMENT,SHITEK MICRO ALGAE SDN. BHD.,Phytobiotech Sdn. Bhd.,2016-06-09,2021-06-09
MAL16060044TC,EK ARTLAX CAPSULE,NATURAL PRODUCT,ERAT KASIH SDN.BHD.,Ming Yi Holding Sdn Bhd,2016-06-15,2021-06-15
MAL20162598TCE,Skyfruit Care 370mg Capsule,NATURAL PRODUCT,Xkl Worldwide Sdn Bhd,Reishilab Sdn Bhd,2016-06-15,2021-06-16
MAL11065015TC,Ace Worldwide Tongkat Ali,NATURAL PRODUCT,Ace Worldwide Industry Sdn. Bhd.,TST BIOCEUTICAL SDN. BHD.,2016-06-24,2021-06-24
MAL20013692T,AQUATEA HERBS,NATURAL PRODUCT,DS Pharma Herbs Sdn. Bhd.,DS Pharma Herbs Sdn. Bhd.,2016-06-30,2021-06-30
MAL20013698T,WILISAN HERBAL TEA POWDER,NATURAL PRODUCT,CHONG PARK PHARMACEUTICAL SDN BHD,CHONG PARK MEDICAL HALL SDN  BHD,2016-06-30,2021-06-30
MAL20013568ARSZ,OMNISCAN INJECTION 0.5MMOL/ML-10ML IN GLASS VIAL,PRESCRIPTION,PHARMAFORTE (MALAYSIA) SDN. BHD.,GE Healthcare Ireland,2016-06-30,2021-06-30
MAL20013570ARSZ,OMNISCAN INJECTION 0.5MMOL/ML-20ML IN GLASS VIAL,PRESCRIPTION,PHARMAFORTE (MALAYSIA) SDN. BHD.,GE Healthcare Ireland,2016-06-30,2021-06-30
MAL20013699T,WILISAN HERBAL COLD PREPARATION,NATURAL PRODUCT,CHONG PARK PHARMACEUTICAL SDN BHD,CHONG PARK MEDICAL HALL SDN  BHD,2016-06-30,2021-06-30
MAL20162617HA,Catosal 10% w/v Injectable Solution,VETERINARY ,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Korea Ltd,2016-06-30,2021-07-01
MAL06061391TC,Golden Sorokina Tablets,NATURAL PRODUCT,CHANNEL DEGREE SDN. BHD.,SG GLOBAL BIOTECH SDN. BHD.,2016-07-01,2021-07-01
MAL19961827T,Kim Onn™s Kim Onn Ko Ointment,NATURAL PRODUCT,"KIM ONN""S MEDICAL HALL","KIM ONN""S MEDICAL HALL",2016-07-03,2021-07-03
MAL19913401AZ,TRAMSONE CREAM 0.1%,PRESCRIPTION,HOE PHARMACEUTICALS SDN. BHD.,HOE PHARMACEUTICALS SDN. BHD.,2016-07-04,2021-07-04
MAL19961828T,KIM ONN OIL,NATURAL PRODUCT,"KIM ONN""S MEDICAL HALL","KIM ONN""S MEDICAL HALL",2016-07-04,2021-07-04
MAL16070014TC,MAXLIFE TONGKAT ALI BLACK MACA 150mg CAPSULE,NATURAL PRODUCT,U & F Marketing,Reishilab Sdn Bhd,2016-07-19,2021-07-19
MAL20162621HA,LIFE COLI 10%W/W  PREMIX POWDER,VETERINARY ,Life Biopharma Sdn. Bhd.,Life Biopharma Sdn. Bhd.,2016-07-25,2021-07-26
MAL06071138XC,CalMag-D Tablet,HEALTH SUPPLEMENT,PURE NUTRITIONAL PRODUCTS SDN. BHD.,PAHANG PHARMACY SDN. BHD.,2016-07-29,2021-07-29
MAL11075002AZ,ZORALONE FORTE Syrup 5mg/ml Sugar Free,PRESCRIPTION,HOE PHARMACEUTICALS SDN. BHD.,HOE PHARMACEUTICALS SDN. BHD.,2016-07-29,2021-07-29
MAL06071234TC,Sir-Lim Capsule,NATURAL PRODUCT,KEDAI KWONG CHEE SANG,KIN HERBS PHARMA SDN BHD,2016-07-29,2021-07-29
MAL11075017TC,CHANNEL DEGREE SOROKINA EXTRACT CAPSULE,NATURAL PRODUCT,CHANNEL DEGREE SDN. BHD.,SG GLOBAL BIOTECH SDN. BHD.,2016-07-29,2021-07-29
MAL20112159X,CALCARB 500mg TABLET,NON PRESCRIPTION,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD,2016-08-03,2021-08-03
MAL16085002NC,BELLA BEAUTE gluta plus chewable tablet,HEALTH SUPPLEMENT,AAF GLOBAL RESOURCES,Dby Smart Trading,2016-08-11,2021-08-11
MAL20013513TC,CHLORELLA 500 TABLETS,NATURAL PRODUCT,ALLADDIN TRADING,NUTRIPHARMA SDN. BHD.,2016-08-22,2021-08-22
MAL20013514TC,SPIRULINA 500 TABLETS,NATURAL PRODUCT,ALLADDIN TRADING,NUTRIPHARMA SDN. BHD.,2016-08-22,2021-08-22
MAL20014130TC,HURIX'S MOS`Q CREAM,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.,2016-08-25,2021-08-25
MAL11080019T,ASCENTIA 3Re-Gi-Na Capsule,NATURAL PRODUCT,BIO-SCIENCE MANUFACTURING SDN BHD,BIO-SCIENCE MANUFACTURING SDN BHD,2016-08-26,2021-08-26
MAL11080010XC,Nutriforte Lactoghurt Chewable Tablets,HEALTH SUPPLEMENT,PHARMAFORTE (MALAYSIA) SDN. BHD.,Cell BioTech Co. Ltd,2016-08-26,2021-08-26
MAL11080026TC,Shaklee Garlic Complex,NATURAL PRODUCT,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,CORNERSTONE RESEARCH & DEVELOPMENT INC.,2016-08-26,2021-08-26
MAL20162633TE,Ho Yan Hor Everyday Balancing Herbal Tea,NATURAL PRODUCT,HOVID BERHAD,HOVID BERHAD,2016-08-25,2021-08-26
MAL11085026TC,NN BIO AFA EXTRACT CAPSULE,NATURAL PRODUCT,MBH INTERNATIONAL SDN BHD,SG GLOBAL BIOTECH SDN. BHD.,2016-08-26,2021-08-26
MAL06121133TC,Golden Peak Brand Compound Renshen Duzhong Capsule,NATURAL PRODUCT,PERNIAGAAN LIAN FOONG THAI KLANG,SG GLOBAL BIOTECH SDN. BHD.,2016-08-26,2021-08-26
MAL20162631TCE,YCB Moringa 4g Tea,NATURAL PRODUCT,Herbal Miracle Sdn. Bhd.,SARI TANI DESA SDN. BHD.,2016-08-25,2021-08-26
MAL11085025TC,Immulina,NATURAL PRODUCT,BIO-SCIENCE MANUFACTURING SDN BHD,BIO-SCIENCE MANUFACTURING SDN BHD,2016-08-26,2021-08-26
MAL19962457T,NAN BAO (CAPSULE),NATURAL PRODUCT,SINMA MEDICAL PRODUCTS (M) SDN. BHD.,LISHENG PHARM FTY TIANJIN,2016-09-03,2021-09-03
MAL16095015NZ,PP Vitamin C 1000mg Tablet,HEALTH SUPPLEMENT,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.,2016-09-07,2021-09-07
MAL20162632TCE,YCB Moringa 500mg Capsule,NATURAL PRODUCT,Herbal Miracle Sdn. Bhd.,SARI TANI DESA SDN. BHD.,2016-09-07,2021-09-08
MAL06100004T,Dehemor Capsule 500mg,NATURAL PRODUCT,SHITEK MICRO ALGAE SDN. BHD.,Phytobiotech Sdn. Bhd.,2016-09-17,2021-09-16
MAL20162637TCE,Tian Jian Natural Health Alisma Plus Pills,NATURAL PRODUCT,NANYANG TRADITIONAL CHINESE MEDICINE SDN BHD,EXCEL HERBAL INDUSTRIES SDN. BHD.,2016-09-22,2021-09-23
MAL20162641AEZ,hovid-Celecoxib Capsule 200mg,PRESCRIPTION,HOVID BERHAD,HOVID BERHAD,2016-09-27,2021-09-28
MAL06091557T,TEZHI LIUWEI DIHUANG WAN,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,HUBEI MINKANG PHARM. CO LTD,2016-10-01,2021-09-30
MAL06091510TC,Propolis Plus,NATURAL PRODUCT,PERNIAGAAN PANASEA,WHITE HERON PHARMACEUTICAL SDN. BHD.,2016-10-01,2021-09-30
MAL06091417T,XIAOYAO WAN,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,HUBEI MINKANG PHARM. CO LTD,2016-10-01,2021-09-30
MAL06091416T,BI YUAN WAN,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,HUBEI MINKANG PHARM. CO LTD,2016-10-01,2021-09-30
